OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
9500,09/28/2023 23:37:54,386:Handcrafted Concrete Chair:4:2675:0:0; 173:Awesome Soft Soap:3:8056:0:0; 123:Handcrafted Rubber Towels:1:7689:2:0; 349:Unbranded Rubber Computer:3:5324:5:0; 593:Practical Cotton Salad:3:1740:2:0; 427:Small Cotton Bike:10:2682:4:0;,9500,Caroline,Jacobson,78120 Price Walks,Home Loan Account,15.01.2024,Rhea Ward,3528-4455-9640-6326,380,Port Burdette,0,Nepal,CREDIT_CARD,Georgia,23657-0165,Marketplace.Grains.Extended.OrderActorExt:28:2;Marketplace.Grains.Extended.PaymentActorExt:28:1;Marketplace.Grains.Extended.StockActorExt:2:3;Marketplace.Grains.Extended.StockActorExt:45:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:43:3;
9501,09/28/2023 23:37:54,764:Sleek Granite Mouse:4:1698:3:0; 2:Tasty Rubber Tuna:3:9695:1:0; 132:Unbranded Steel Bacon:3:2228:4:0; 171:Incredible Cotton Sausages:10:4390:0:0;,9501,Jaime,Hettinger,52380 Sasha Fields,Auto Loan Account,12.08.2024,Elisa Renner,4729-8414-1443-1162,612,Damonmouth,0,Turks and Caicos Islands,CREDIT_CARD,Pennsylvania,32807-7347,Marketplace.Grains.Extended.OrderActorExt:29:2;Marketplace.Grains.Extended.PaymentActorExt:29:1;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:2:3;Marketplace.Grains.Extended.StockActorExt:4:3;Marketplace.Grains.Extended.StockActorExt:43:3;
9502,09/28/2023 23:37:54,564:Intelligent Granite Keyboard:7:9737:0:0; 700:Ergonomic Metal Gloves:7:9999:5:0; 20:Small Rubber Cheese:5:4751:4:0; 688:Gorgeous Metal Bike:7:6549:4:0; 278:Small Rubber Pants:7:4976:5:0;,9502,Mae,Thompson,802 Corwin Cliff,Home Loan Account,01.10.2023,Otha Jaskolski,6391-3333-4068-2391,665,Ahmadberg,0,Equatorial Guinea,CREDIT_CARD,South Dakota,58399,Marketplace.Grains.Extended.OrderActorExt:30:2;Marketplace.Grains.Extended.PaymentActorExt:30:1;Marketplace.Grains.Extended.StockActorExt:52:3;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:20:3;Marketplace.Grains.Extended.StockActorExt:48:3;Marketplace.Grains.Extended.StockActorExt:22:3;
9503,09/28/2023 23:37:54,325:Practical Soft Chair:8:8453:5:0; 437:Fantastic Plastic Pizza:8:6363:3:0; 478:Handcrafted Concrete Chicken:4:9086:2:0; 28:Sleek Frozen Computer:5:9362:4:0; 440:Licensed Cotton Bike:4:9881:4:0;,9503,Ronaldo,Buckridge,757 Alphonso Field,Home Loan Account,05.05.2024,Jensen Berge,5493-0221-0699-2065,001,New Margaret,0,Taiwan,CREDIT_CARD,Mississippi,67880-2890,Marketplace.Grains.Extended.OrderActorExt:31:2;Marketplace.Grains.Extended.PaymentActorExt:31:1;Marketplace.Grains.Extended.StockActorExt:5:3;Marketplace.Grains.Extended.StockActorExt:53:3;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:28:3;Marketplace.Grains.Extended.StockActorExt:56:3;
9504,09/28/2023 23:37:54,927:Rustic Rubber Bike:1:4966:3:0; 753:Gorgeous Concrete Table:1:4812:3:0; 396:Tasty Fresh Tuna:5:3625:3:0; 635:Fantastic Fresh Mouse:10:9633:4:0; 171:Incredible Cotton Sausages:10:4390:0:0;,9504,Kane,Thiel,817 Fisher Spurs,Money Market Account,07.07.2024,Elena Mohr,6477-8643-2759-5245,745,New Malinda,0,Lesotho,CREDIT_CARD,Kansas,70940,Marketplace.Grains.Extended.OrderActorExt:32:2;Marketplace.Grains.Extended.PaymentActorExt:32:1;Marketplace.Grains.Extended.StockActorExt:31:3;Marketplace.Grains.Extended.StockActorExt:49:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:43:3;
9505,09/28/2023 23:37:54,895:Unbranded Soft Bacon:9:9348:0:0; 304:Tasty Wooden Pants:10:7261:2:0; 425:Handcrafted Fresh Shirt:2:1113:2:0; 412:Refined Plastic Shoes:9:4505:1:0;,9505,Kellie,Lindgren,595 Pinkie Bypass,Money Market Account,15.08.2024,Kris Bins,3612-044095-5957,401,Corkeryville,0,Palestinian Territory,CREDIT_CARD,Minnesota,48915-2528,Marketplace.Grains.Extended.OrderActorExt:33:2;Marketplace.Grains.Extended.PaymentActorExt:33:1;Marketplace.Grains.Extended.StockActorExt:63:3;Marketplace.Grains.Extended.StockActorExt:48:3;Marketplace.Grains.Extended.StockActorExt:41:3;Marketplace.Grains.Extended.StockActorExt:28:3;
9506,09/28/2023 23:37:54,652:Gorgeous Plastic Table:8:1098:5:0; 922:Incredible Fresh Keyboard:6:8996:5:0; 54:Refined Steel Car:8:2938:0:0;,9506,Osvaldo,McLaughlin,563 Runolfsson Mill,Home Loan Account,04.08.2024,Cheyanne Brekke,6771-8996-7839-7703,150,New Albertoshire,0,Democratic People's Republic of Korea,CREDIT_CARD,West Virginia,85351,Marketplace.Grains.Extended.OrderActorExt:34:2;Marketplace.Grains.Extended.PaymentActorExt:34:1;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:26:3;Marketplace.Grains.Extended.StockActorExt:54:3;
9507,09/28/2023 23:37:54,256:Intelligent Plastic Hat:7:4391:4:0; 506:Fantastic Wooden Chair:8:5774:1:0; 795:Incredible Rubber Salad:8:6684:1:0;,9507,Kristofer,Botsford,1894 Pacocha Rapids,Checking Account,06.08.2024,Amina Haag,5389-7955-1060-4114,885,Armstrongport,0,Montenegro,CREDIT_CARD,Nebraska,00944,Marketplace.Grains.Extended.OrderActorExt:35:2;Marketplace.Grains.Extended.PaymentActorExt:35:1;Marketplace.Grains.Extended.StockActorExt:0:3;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:27:3;
9508,09/28/2023 23:37:54,941:Refined Frozen Chicken:9:8571:5:0; 945:Sleek Cotton Towels:5:304:3:0; 540:Generic Soft Sausages:7:2442:1:0;,9508,Dennis,Ortiz,8128 Blanda Fork,Personal Loan Account,13.05.2024,Julia Miller,6759-9531-4938-2491,444,Arvidmouth,0,Uganda,CREDIT_CARD,South Carolina,90789,Marketplace.Grains.Extended.OrderActorExt:36:2;Marketplace.Grains.Extended.PaymentActorExt:36:1;Marketplace.Grains.Extended.StockActorExt:45:3;Marketplace.Grains.Extended.StockActorExt:49:3;Marketplace.Grains.Extended.StockActorExt:28:3;
9509,09/28/2023 23:37:54,459:Sleek Plastic Chicken:1:5887:5:0; 65:Handcrafted Plastic Cheese:4:856:0:0; 814:Handmade Fresh Gloves:4:5009:2:0; 435:Practical Fresh Car:7:29:3:0; 173:Awesome Soft Soap:4:8056:0:0;,9509,Erik,Barrows,064 Verla Gateway,Auto Loan Account,26.01.2024,Ozella Greenholt,6395-9974-2935-5263,754,Kirstinberg,0,Sudan,CREDIT_CARD,Nebraska,52734-0102,Marketplace.Grains.Extended.OrderActorExt:37:2;Marketplace.Grains.Extended.PaymentActorExt:37:1;Marketplace.Grains.Extended.StockActorExt:11:3;Marketplace.Grains.Extended.StockActorExt:1:3;Marketplace.Grains.Extended.StockActorExt:46:3;Marketplace.Grains.Extended.StockActorExt:51:3;Marketplace.Grains.Extended.StockActorExt:45:3;
