OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
15000,11/10/2023 14:33:14,699:Refined Rubber Fish:9:7716:4:0; 922:Practical Granite Gloves:1:9846:4:0; 678:Generic Steel Bacon:5:3680:1:0; 99:Sleek Cotton Chicken:1:8106:5:0; 797:Sleek Steel Soap:6:3137:2:0;,15000,Colton,Frami,1618 DuBuque Land,Personal Loan Account,30.12.2023,Halie Murazik,6759-4822-1980-1198,126,Lake Annabellchester,0,Sudan,CREDIT_CARD,Wisconsin,01972,Marketplace.Grains.Extended.OrderActorExt:24:2;Marketplace.Grains.Extended.PaymentActorExt:24:1;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:26:3;Marketplace.Grains.Extended.StockActorExt:38:3;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:29:3;
15001,11/10/2023 14:33:14,138:Handcrafted Plastic Mouse:10:7569:1:0; 45:Licensed Steel Bike:7:975:2:0; 163:Licensed Frozen Salad:4:8740:5:0; 914:Handmade Cotton Shoes:9:8734:5:0; 824:Handcrafted Soft Shoes:2:9439:2:0;,15001,Donato,Leffler,741 Elinore Drive,Money Market Account,29.05.2024,Briana Green,5020-6222-1583-0791,917,New Phyllismouth,0,Sweden,CREDIT_CARD,Vermont,37277,Marketplace.Grains.Extended.OrderActorExt:25:2;Marketplace.Grains.Extended.PaymentActorExt:25:1;Marketplace.Grains.Extended.StockActorExt:10:3;Marketplace.Grains.Extended.StockActorExt:45:3;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:18:3;Marketplace.Grains.Extended.StockActorExt:56:3;
15002,11/10/2023 14:33:14,984:Refined Concrete Salad:6:5801:2:0; 647:Sleek Wooden Shirt:9:8704:0:0; 628:Unbranded Wooden Shoes:1:715:0:0; 809:Handcrafted Metal Sausages:8:8691:4:0; 4:Sleek Steel Bacon:6:5922:2:0;,15002,Alexandria,Donnelly,3983 Wyman Ports,Auto Loan Account,13.11.2023,Branson Schimmel,6399-0825-3418-7319,103,South Nora,0,Switzerland,CREDIT_CARD,New Hampshire,92097-8057,Marketplace.Grains.Extended.OrderActorExt:26:2;Marketplace.Grains.Extended.PaymentActorExt:26:1;Marketplace.Grains.Extended.StockActorExt:24:3;Marketplace.Grains.Extended.StockActorExt:7:3;Marketplace.Grains.Extended.StockActorExt:52:3;Marketplace.Grains.Extended.StockActorExt:41:3;Marketplace.Grains.Extended.StockActorExt:4:3;
15003,11/10/2023 14:33:14,943:Awesome Fresh Fish:6:9623:2:0; 293:Generic Granite Chicken:3:4192:1:0; 626:Sleek Frozen Chair:5:6324:2:0; 169:Refined Concrete Towels:3:2026:2:0; 258:Small Plastic Mouse:1:2201:3:0;,15003,Daniela,Bogan,60133 Jerde Ridge,Savings Account,14.01.2024,Jana Kuphal,6767-8562-1182-7428,778,Troystad,0,Panama,CREDIT_CARD,Texas,29717-8483,Marketplace.Grains.Extended.OrderActorExt:27:2;Marketplace.Grains.Extended.PaymentActorExt:27:1;Marketplace.Grains.Extended.StockActorExt:47:3;Marketplace.Grains.Extended.StockActorExt:37:3;Marketplace.Grains.Extended.StockActorExt:50:3;Marketplace.Grains.Extended.StockActorExt:41:3;Marketplace.Grains.Extended.StockActorExt:2:3;
15004,11/10/2023 14:33:14,658:Gorgeous Soft Shoes:5:1857:5:0; 945:Rustic Plastic Car:6:5998:1:0; 302:Unbranded Frozen Bike:8:6150:3:0; 681:Unbranded Metal Fish:10:6947:5:0; 395:Refined Rubber Chips:2:6715:0:0;,15004,Tyshawn,Considine,18760 Haley Forges,Personal Loan Account,27.07.2024,Jaquelin Becker,3039-329866-6184,951,New Lomaside,0,Belgium,CREDIT_CARD,Kansas,93776-4296,Marketplace.Grains.Extended.OrderActorExt:28:2;Marketplace.Grains.Extended.PaymentActorExt:28:1;Marketplace.Grains.Extended.StockActorExt:18:3;Marketplace.Grains.Extended.StockActorExt:49:3;Marketplace.Grains.Extended.StockActorExt:46:3;Marketplace.Grains.Extended.StockActorExt:41:3;Marketplace.Grains.Extended.StockActorExt:11:3;
15005,11/10/2023 14:33:14,208:Handcrafted Cotton Computer:6:7248:5:0; 844:Handmade Plastic Cheese:5:5431:0:0; 412:Tasty Metal Chips:7:1079:0:0; 304:Tasty Plastic Computer:4:945:0:0; 649:Intelligent Rubber Bike:3:1954:4:0;,15005,Alessandra,Mueller,5619 Waylon Mission,Credit Card Account,22.08.2024,Lew Kuhlman,6706920989234326,525,Greysontown,0,India,CREDIT_CARD,Nebraska,60979,Marketplace.Grains.Extended.OrderActorExt:29:2;Marketplace.Grains.Extended.PaymentActorExt:29:1;Marketplace.Grains.Extended.StockActorExt:16:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:28:3;Marketplace.Grains.Extended.StockActorExt:48:3;Marketplace.Grains.Extended.StockActorExt:9:3;
15006,11/10/2023 14:33:14,849:Gorgeous Metal Towels:6:9944:4:0; 138:Handcrafted Plastic Mouse:8:7569:1:0; 268:Incredible Fresh Chicken:9:5733:3:0; 158:Handcrafted Granite Gloves:10:6364:5:0; 39:Incredible Cotton Keyboard:5:1599:5:0;,15006,Jazmyn,Schinner,6337 Skiles Rapid,Investment Account,06.09.2024,Zetta Huels,3558-7107-4160-9998,401,West Tristinberg,0,Germany,CREDIT_CARD,Florida,10127,Marketplace.Grains.Extended.OrderActorExt:30:2;Marketplace.Grains.Extended.PaymentActorExt:30:1;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:10:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:39:3;
15007,11/10/2023 14:33:14,163:Licensed Frozen Salad:10:8740:5:0; 990:Small Steel Keyboard:8:8414:4:0; 288:Generic Frozen Bike:3:9424:1:0; 638:Awesome Granite Hat:9:8241:2:0; 198:Intelligent Cotton Pizza:5:4125:3:0;,15007,Kayden,Osinski,92092 Schinner Forks,Investment Account,26.04.2024,Scottie Stiedemann,4926-7419-8134-0096,099,Morarland,0,Serbia,CREDIT_CARD,Hawaii,53902,Marketplace.Grains.Extended.OrderActorExt:31:2;Marketplace.Grains.Extended.PaymentActorExt:31:1;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:32:3;Marketplace.Grains.Extended.StockActorExt:62:3;Marketplace.Grains.Extended.StockActorExt:6:3;
15008,11/10/2023 14:33:14,594:Awesome Plastic Chicken:5:6761:5:0; 978:Unbranded Rubber Salad:9:6362:2:0; 867:Intelligent Steel Cheese:7:8503:0:0; 575:Refined Fresh Pizza:3:870:2:0; 314:Gorgeous Rubber Bacon:6:8782:4:0;,15008,Ivah,Schiller,1855 Charlotte Alley,Money Market Account,29.12.2023,May Schoen,3016-798657-9325,897,New Lilyanside,0,Bulgaria,CREDIT_CARD,Wyoming,37323,Marketplace.Grains.Extended.OrderActorExt:32:2;Marketplace.Grains.Extended.PaymentActorExt:32:1;Marketplace.Grains.Extended.StockActorExt:18:6;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:63:3;Marketplace.Grains.Extended.StockActorExt:58:3;
15009,11/10/2023 14:33:14,158:Handcrafted Granite Gloves:3:6364:5:0; 285:Ergonomic Fresh Keyboard:1:9157:3:0; 42:Unbranded Fresh Fish:7:1338:4:0; 197:Intelligent Cotton Car:10:2454:5:0; 102:Ergonomic Granite Pants:5:1304:0:0;,15009,Buddy,Wyman,0616 Marlon Walk,Home Loan Account,01.11.2024,Immanuel Zboncak,6379-4664-5055-4202,516,Windlertown,0,Grenada,CREDIT_CARD,Mississippi,92498-0554,Marketplace.Grains.Extended.OrderActorExt:33:2;Marketplace.Grains.Extended.PaymentActorExt:33:1;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:42:3;Marketplace.Grains.Extended.StockActorExt:5:3;Marketplace.Grains.Extended.StockActorExt:38:3;
