OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
2000,11/10/2023 14:31:24,520:Generic Granite Gloves:3:5937:2:0; 379:Small Metal Shoes:2:5200:1:0; 956:Fantastic Rubber Keyboard:7:538:2:0; 577:Sleek Steel Pizza:10:2068:5:0; 944:Intelligent Cotton Table:3:3215:4:0;,2000,Peggie,Huel,488 Trantow Well,Credit Card Account,22.03.2024,Shirley Fisher,5893-0973-1540-9164,682,Vidahaven,0,Vanuatu,CREDIT_CARD,Montana,11817,Marketplace.Grains.StockActor:8:3;Marketplace.Grains.StockActor:59:3;Marketplace.Grains.StockActor:60:3;Marketplace.Grains.StockActor:1:3;Marketplace.Grains.StockActor:48:3;Marketplace.Grains.OrderActor:16:2;Marketplace.Grains.PaymentActor:16:1;
2001,11/10/2023 14:31:24,406:Fantastic Frozen Table:10:9099:1:0; 522:Refined Rubber Gloves:3:5504:5:0; 690:Tasty Fresh Hat:5:7857:5:0; 903:Small Steel Sausages:2:1664:4:0; 226:Unbranded Wooden Car:8:4702:2:0;,2001,Tobin,Conroy,448 Kaela Pines,Personal Loan Account,28.06.2024,Sophie Hand,4367-2233-1798-2293,639,Port Judson,0,Jamaica,CREDIT_CARD,North Dakota,57320,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.StockActor:50:3;Marketplace.Grains.StockActor:7:3;Marketplace.Grains.StockActor:34:3;Marketplace.Grains.OrderActor:17:2;Marketplace.Grains.PaymentActor:17:1;
2002,11/10/2023 14:31:24,362:Rustic Plastic Ball:5:9173:2:0; 405:Sleek Granite Ball:2:2425:0:0; 791:Rustic Granite Soap:10:3620:1:0; 158:Handcrafted Granite Gloves:10:6364:5:0; 766:Refined Metal Keyboard:1:615:5:0;,2002,Lavern,O'Reilly,185 Hoeger Mountain,Auto Loan Account,29.05.2024,Cordell Kerluke,6398-6912-5277-8751,776,Nolanmouth,0,Fiji,CREDIT_CARD,Minnesota,53719-8101,Marketplace.Grains.StockActor:42:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:30:3;Marketplace.Grains.StockActor:62:3;Marketplace.Grains.OrderActor:18:2;Marketplace.Grains.PaymentActor:18:1;
2003,11/10/2023 14:31:24,800:Practical Rubber Keyboard:4:9333:4:0; 282:Intelligent Metal Tuna:6:4006:2:0; 671:Gorgeous Steel Bike:1:9660:2:0; 426:Ergonomic Steel Computer:1:6745:3:0; 324:Handcrafted Granite Car:4:9887:1:0;,2003,Mercedes,Witting,86214 Wintheiser Circle,Money Market Account,09.10.2024,Jace Trantow,6771-8976-5655-6548,081,Smithfurt,0,Denmark,CREDIT_CARD,Nevada,84236-9982,Marketplace.Grains.StockActor:32:3;Marketplace.Grains.StockActor:26:3;Marketplace.Grains.StockActor:31:3;Marketplace.Grains.StockActor:42:3;Marketplace.Grains.StockActor:4:3;Marketplace.Grains.OrderActor:19:2;Marketplace.Grains.PaymentActor:19:1;
2004,11/10/2023 14:31:24,480:Fantastic Wooden Gloves:1:1736:1:0; 645:Rustic Fresh Chips:4:8455:5:0; 217:Generic Soft Soap:10:8985:3:0; 685:Unbranded Wooden Chips:9:9504:4:0; 41:Rustic Cotton Hat:6:7804:5:0;,2004,Naomi,Lowe,68847 Filomena Spring,Auto Loan Account,09.05.2024,Brandyn Stehr,6763872179569448743,850,Lake Aliya,0,Guadeloupe,CREDIT_CARD,Texas,01166-9272,Marketplace.Grains.StockActor:32:3;Marketplace.Grains.StockActor:5:3;Marketplace.Grains.StockActor:25:3;Marketplace.Grains.StockActor:45:3;Marketplace.Grains.StockActor:41:3;Marketplace.Grains.OrderActor:20:2;Marketplace.Grains.PaymentActor:20:1;
2005,11/10/2023 14:31:24,266:Awesome Metal Bike:10:1659:4:0; 885:Practical Metal Chicken:1:7294:0:0; 586:Awesome Granite Tuna:7:5459:4:0; 480:Fantastic Wooden Gloves:9:1736:1:0; 75:Intelligent Plastic Chips:8:7429:2:0;,2005,Jaleel,Feil,16275 Dimitri Port,Personal Loan Account,22.10.2024,Danielle Beahan,67591544010314269,540,Murazikshire,0,Bahrain,CREDIT_CARD,Arkansas,76954-4849,Marketplace.Grains.StockActor:10:6;Marketplace.Grains.StockActor:53:3;Marketplace.Grains.StockActor:32:3;Marketplace.Grains.StockActor:11:3;Marketplace.Grains.OrderActor:21:2;Marketplace.Grains.PaymentActor:21:1;
2006,11/10/2023 14:31:24,225:Rustic Concrete Ball:7:8404:4:0; 494:Generic Frozen Table:9:6513:0:0; 873:Tasty Cotton Bacon:10:5636:5:0; 603:Fantastic Fresh Ball:5:4224:4:0; 335:Handmade Cotton Chicken:9:1826:1:0;,2006,Albertha,Friesen,329 Daija Shores,Money Market Account,21.03.2024,Anastacio Steuber,5018942151734193,233,West Olatown,0,Cook Islands,CREDIT_CARD,West Virginia,19082-1640,Marketplace.Grains.StockActor:33:3;Marketplace.Grains.StockActor:46:3;Marketplace.Grains.StockActor:41:3;Marketplace.Grains.StockActor:27:3;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.OrderActor:22:2;Marketplace.Grains.PaymentActor:22:1;
2007,11/10/2023 14:31:24,696:Practical Plastic Fish:8:4808:1:0; 688:Tasty Frozen Salad:6:4666:0:0; 358:Rustic Granite Bike:3:3888:3:0; 527:Rustic Soft Gloves:2:3763:4:0; 597:Gorgeous Rubber Tuna:5:4711:0:0;,2007,Antone,Gottlieb,63469 Peter Center,Home Loan Account,05.06.2024,Fannie Daugherty,4181324353790,929,Cristalbury,0,Saint Pierre and Miquelon,CREDIT_CARD,Washington,38883-6425,Marketplace.Grains.StockActor:56:3;Marketplace.Grains.StockActor:48:3;Marketplace.Grains.StockActor:38:3;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.OrderActor:23:2;Marketplace.Grains.PaymentActor:23:1;
2008,11/10/2023 14:31:24,159:Unbranded Frozen Gloves:5:6058:1:0; 674:Generic Frozen Car:6:8003:3:0; 667:Handmade Cotton Computer:8:9271:1:0; 334:Practical Granite Shirt:9:351:0:0; 553:Fantastic Steel Gloves:5:1804:5:0;,2008,Justyn,Nolan,75535 Davis Mountain,Personal Loan Account,29.03.2024,Malachi Grant,4336-8625-0964-1544,419,New Gianni,0,Peru,CREDIT_CARD,Missouri,73678,Marketplace.Grains.StockActor:31:3;Marketplace.Grains.StockActor:34:3;Marketplace.Grains.StockActor:27:3;Marketplace.Grains.StockActor:14:3;Marketplace.Grains.StockActor:41:3;Marketplace.Grains.OrderActor:24:2;Marketplace.Grains.PaymentActor:24:1;
2009,11/10/2023 14:31:24,304:Tasty Plastic Computer:4:945:0:0; 713:Gorgeous Soft Cheese:9:1095:0:0; 487:Incredible Plastic Chair:1:5690:1:0; 192:Incredible Metal Gloves:10:4475:2:0; 996:Handmade Fresh Shoes:10:7163:3:0;,2009,Frederick,Kuphal,452 Fay Hills,Checking Account,29.09.2024,Jadon Bruen,6759-8936-0093-3723,840,Orlandstad,0,Senegal,CREDIT_CARD,Oregon,17739,Marketplace.Grains.StockActor:48:3;Marketplace.Grains.StockActor:9:3;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:0:3;Marketplace.Grains.StockActor:36:3;Marketplace.Grains.OrderActor:25:2;Marketplace.Grains.PaymentActor:25:1;
2010,11/10/2023 14:31:24,271:Generic Wooden Ball:2:5406:0:0; 597:Gorgeous Rubber Tuna:2:4711:0:0; 374:Licensed Metal Shirt:9:1247:3:0; 167:Incredible Frozen Shoes:7:5151:2:0; 956:Fantastic Rubber Keyboard:4:538:2:0;,2010,Jaron,Welch,5050 Rosario Turnpike,Savings Account,30.12.2023,Mandy Feeney,3049-079448-5802,918,North Elzaport,0,Cuba,CREDIT_CARD,Wisconsin,48969,Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:60:3;Marketplace.Grains.OrderActor:26:2;Marketplace.Grains.PaymentActor:26:1;
2011,11/10/2023 14:31:24,643:Generic Cotton Mouse:7:4838:3:0; 186:Sleek Plastic Ball:4:4745:5:0; 103:Fantastic Rubber Shoes:7:2996:2:0; 266:Awesome Metal Bike:6:1659:4:0; 81:Licensed Granite Table:5:732:1:0;,2011,Carey,Breitenberg,7095 Rath Creek,Home Loan Account,27.04.2024,Antonietta McKenzie,3746-841495-88880,055,Trompberg,0,Colombia,CREDIT_CARD,South Carolina,39101-7135,Marketplace.Grains.StockActor:3:3;Marketplace.Grains.StockActor:58:3;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.StockActor:17:3;Marketplace.Grains.OrderActor:27:2;Marketplace.Grains.PaymentActor:27:1;
2012,11/10/2023 14:31:24,448:Licensed Rubber Shoes:6:4764:4:0; 249:Handmade Wooden Keyboard:2:3912:0:0; 259:Incredible Frozen Towels:4:8334:1:0; 427:Handmade Rubber Soap:10:6462:5:0; 86:Fantastic Granite Keyboard:5:5973:2:0;,2012,Roderick,Buckridge,2931 Mayer Green,Savings Account,10.08.2024,Joaquin Nolan,4464456936867,327,North Reed,0,Honduras,CREDIT_CARD,Florida,02520,Marketplace.Grains.StockActor:0:3;Marketplace.Grains.StockActor:57:3;Marketplace.Grains.StockActor:3:3;Marketplace.Grains.StockActor:43:3;Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:28:2;Marketplace.Grains.PaymentActor:28:1;
