OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
0,11/10/2023 14:02:25,445:Refined Metal Soap:9:291:2:0; 653:Rustic Metal Chicken:8:7712:3:0; 572:Refined Soft Pizza:8:8826:4:0; 56:Awesome Steel Pizza:2:5414:4:0; 590:Unbranded Cotton Soap:9:6337:5:0;,0,Jodie,Schuppe,3036 Maci Bypass,Checking Account,18.11.2023,Adella Torphy,6011-5581-7985-2737,246,West Leraville,0,Israel,CREDIT_CARD,Hawaii,76993-4484,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:61:3;Marketplace.Grains.Extended.StockActorExt:13:3;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:56:3;Marketplace.Grains.Extended.StockActorExt:14:3;
1,11/10/2023 14:02:25,336:Small Soft Fish:3:8060:0:0; 179:Rustic Wooden Gloves:1:9452:2:0; 133:Sleek Cotton Sausages:1:31:3:0; 506:Handcrafted Wooden Chips:5:2791:0:0; 465:Tasty Steel Gloves:8:3466:5:0;,1,Vanessa,Denesik,432 Marielle Ports,Auto Loan Account,21.03.2024,Dejah Swaniawski,6767-3494-9544-0058-10,820,Lake Alexzandermouth,0,Barbados,CREDIT_CARD,New Jersey,41298,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:16:3;Marketplace.Grains.Extended.StockActorExt:51:3;Marketplace.Grains.Extended.StockActorExt:5:3;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:17:3;
2,11/10/2023 14:02:25,722:Incredible Steel Sausages:3:1060:1:0; 80:Incredible Fresh Bike:5:5078:2:0; 250:Ergonomic Fresh Chicken:7:7943:2:0; 649:Awesome Plastic Salad:8:7863:5:0; 694:Fantastic Soft Shoes:5:7646:1:0;,2,Keon,Emard,1189 Veum Forks,Home Loan Account,20.06.2024,Scotty Lesch,670916473452438882,661,South Barbara,0,Burkina Faso,CREDIT_CARD,Utah,00090-0473,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:18:3;Marketplace.Grains.Extended.StockActorExt:16:3;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:9:3;Marketplace.Grains.Extended.StockActorExt:54:3;
3,11/10/2023 14:02:25,654:Fantastic Cotton Table:10:4219:3:0; 626:Gorgeous Concrete Fish:10:2249:2:0; 449:Awesome Granite Table:1:9553:4:0; 672:Refined Granite Chicken:9:4198:2:0; 596:Small Steel Bike:10:16:5:0;,3,Ruben,Glover,13943 Pagac Valley,Savings Account,22.11.2023,Matilde Gutmann,4612089955775,236,Cristhaven,0,Democratic People's Republic of Korea,CREDIT_CARD,Maryland,37302,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:14:3;Marketplace.Grains.Extended.StockActorExt:50:3;Marketplace.Grains.Extended.StockActorExt:1:3;Marketplace.Grains.Extended.StockActorExt:32:3;Marketplace.Grains.Extended.StockActorExt:20:3;
4,11/10/2023 14:02:25,23:Refined Concrete Towels:3:6019:1:0; 304:Handmade Frozen Sausages:7:4894:0:0; 535:Awesome Metal Pants:4:941:4:0; 806:Small Fresh Mouse:6:3095:4:0; 411:Awesome Rubber Bacon:3:7764:0:0;,4,Ephraim,Pouros,996 Dickinson Summit,Checking Account,27.05.2024,Jeff Schaden,6011-6291-3320-5087-3658,639,Lake Archibaldton,0,Malawi,CREDIT_CARD,Montana,58990-9818,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:23:6;Marketplace.Grains.Extended.StockActorExt:48:3;Marketplace.Grains.Extended.StockActorExt:38:3;Marketplace.Grains.Extended.StockActorExt:27:3;
5,11/10/2023 14:02:25,373:Rustic Wooden Tuna:2:5337:3:0; 724:Rustic Concrete Fish:5:8610:4:0; 609:Fantastic Plastic Pizza:8:9884:3:0; 155:Licensed Plastic Hat:3:4427:2:0; 488:Fantastic Cotton Pants:3:1856:3:0;,5,Fay,Purdy,653 Maxie Unions,Credit Card Account,09.02.2024,May Kling,4808-6691-4977-1667,836,Schummburgh,0,Ghana,CREDIT_CARD,Nebraska,88061,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:53:3;Marketplace.Grains.Extended.StockActorExt:20:3;Marketplace.Grains.Extended.StockActorExt:33:3;Marketplace.Grains.Extended.StockActorExt:27:3;Marketplace.Grains.Extended.StockActorExt:40:3;
6,11/10/2023 14:02:25,349:Tasty Granite Car:9:5357:4:0; 10:Small Granite Fish:8:9162:0:0; 21:Small Fresh Pants:8:1276:1:0; 659:Ergonomic Wooden Table:2:4896:0:0; 180:Sleek Cotton Sausages:8:3245:0:0;,6,Reymundo,Schimmel,617 Gerard Shoals,Personal Loan Account,13.08.2024,Brian Schmitt,670959468722048527,192,Goyetteland,0,Cayman Islands,CREDIT_CARD,Arizona,02438,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:10:3;Marketplace.Grains.Extended.StockActorExt:21:3;Marketplace.Grains.Extended.StockActorExt:19:3;Marketplace.Grains.Extended.StockActorExt:52:3;
7,11/10/2023 14:02:25,510:Awesome Cotton Keyboard:3:6245:2:0; 414:Small Frozen Chips:6:4979:3:0; 281:Small Steel Cheese:3:4262:1:0; 344:Handcrafted Plastic Bacon:1:7372:4:0; 161:Gorgeous Plastic Soap:7:6721:4:0;,7,Orval,McGlynn,407 Brenda Fort,Credit Card Account,09.08.2024,Jacklyn Kautzer,6304913081624643017,887,Friesenchester,0,Benin,CREDIT_CARD,Connecticut,68178,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:62:3;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:25:3;Marketplace.Grains.Extended.StockActorExt:24:3;Marketplace.Grains.Extended.StockActorExt:33:3;
8,11/10/2023 14:02:25,777:Generic Concrete Fish:2:5916:1:0; 685:Refined Rubber Table:9:9960:2:0; 112:Small Frozen Fish:4:9474:3:0; 92:Handcrafted Plastic Pizza:9:6876:3:0; 728:Refined Metal Bacon:8:3435:1:0;,8,Arno,Blick,0278 Labadie Alley,Credit Card Account,08.01.2024,Joey Skiles,3773-041880-16332,056,South Judy,0,Sierra Leone,CREDIT_CARD,Indiana,23581-7675,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:9:3;Marketplace.Grains.Extended.StockActorExt:45:3;Marketplace.Grains.Extended.StockActorExt:48:3;Marketplace.Grains.Extended.StockActorExt:28:3;Marketplace.Grains.Extended.StockActorExt:24:3;
9,11/10/2023 14:02:25,925:Gorgeous Rubber Computer:4:4448:1:0; 788:Gorgeous Wooden Hat:2:4031:5:0; 286:Intelligent Concrete Fish:1:537:0:0; 362:Small Granite Tuna:10:7147:5:0; 774:Handcrafted Plastic Soap:7:7814:0:0;,9,Elmira,Yost,769 Darlene Gateway,Auto Loan Account,29.04.2024,Danielle Marvin,6443-6209-9379-1615-0486,124,Angelineland,0,Albania,CREDIT_CARD,Oklahoma,47903,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:20:3;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:42:3;Marketplace.Grains.Extended.StockActorExt:6:3;
