OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
6000,11/09/2023 00:50:45,16:Generic Cotton Sausages:7:3197:1:0;,6000,Austin,Murphy,874 Marguerite Court,Auto Loan Account,07.04.2024,Nils Funk,4679295228651,697,New Telly,0,United States Minor Outlying Islands,CREDIT_CARD,Pennsylvania,20539,Marketplace.Grains.StockActor:16:3;Marketplace.Grains.OrderActor:48:2;Marketplace.Grains.PaymentActor:48:1;
6001,11/09/2023 00:50:45,975:Practical Plastic Pants:1:7175:2:0;,6001,Mireya,Lockman,9302 Adrien Lakes,Personal Loan Account,04.01.2024,Serenity Ondricka,6767-1330-2017-5630-041,576,Gregoriofort,0,Italy,CREDIT_CARD,Oregon,91837-5103,Marketplace.Grains.StockActor:15:3;Marketplace.Grains.OrderActor:49:2;Marketplace.Grains.PaymentActor:49:1;
6002,11/09/2023 00:50:45,9046:Small Steel Sausages:3:5951:3:0;,6002,Kyle,D'Amore,0494 Boyle Fields,Personal Loan Account,07.12.2023,Assunta Collier,630418133782087364,256,North Issac,0,India,CREDIT_CARD,New Mexico,90256-9188,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:50:2;Marketplace.Grains.PaymentActor:50:1;
6003,11/09/2023 00:50:45,6319:Licensed Soft Soap:3:5117:1:0;,6003,Stanford,Grant,28155 Blanda Valley,Personal Loan Account,05.12.2023,Billie Legros,6472-2775-4607-9856,151,Oberbrunnerchester,0,Egypt,CREDIT_CARD,Nevada,07487-2710,Marketplace.Grains.StockActor:47:3;Marketplace.Grains.OrderActor:51:2;Marketplace.Grains.PaymentActor:51:1;
6004,11/09/2023 00:50:45,3416:Tasty Wooden Salad:4:7569:3:0;,6004,Mayra,Lueilwitz,637 Xavier Cliffs,Money Market Account,08.04.2024,Domenic Braun,6767-9628-7500-9996,407,East Dangeloport,0,Aruba,CREDIT_CARD,Massachusetts,31319-2415,Marketplace.Grains.StockActor:24:3;Marketplace.Grains.OrderActor:52:2;Marketplace.Grains.PaymentActor:52:1;
6005,11/09/2023 00:50:45,109:Gorgeous Concrete Tuna:3:9092:1:0;,6005,Ambrose,Kertzmann,489 Kshlerin Expressway,Checking Account,01.05.2024,Moises Predovic,6771-8998-4823-7904,263,Torpport,0,Angola,CREDIT_CARD,California,26179,Marketplace.Grains.StockActor:45:3;Marketplace.Grains.OrderActor:53:2;Marketplace.Grains.PaymentActor:53:1;
6006,11/09/2023 00:50:45,6423:Gorgeous Concrete Bike:2:8228:5:0;,6006,Ashley,Pfannerstill,367 Reilly Locks,Personal Loan Account,02.03.2024,Jayson Farrell,6759-6526-0099-7769,384,West Spencerchester,0,Montserrat,CREDIT_CARD,Pennsylvania,20009,Marketplace.Grains.StockActor:23:3;Marketplace.Grains.OrderActor:54:2;Marketplace.Grains.PaymentActor:54:1;
6007,11/09/2023 00:50:45,4326:Handcrafted Metal Shirt:5:5252:4:0;,6007,Mattie,Fritsch,95980 Shayna Viaduct,Investment Account,03.04.2024,Leanne Durgan,5020-0604-2882-0293,982,Port Tabithaview,0,Lesotho,CREDIT_CARD,New Hampshire,76951-9950,Marketplace.Grains.StockActor:38:3;Marketplace.Grains.OrderActor:55:2;Marketplace.Grains.PaymentActor:55:1;
6008,11/09/2023 00:50:45,593:Fantastic Fresh Salad:2:1181:4:0;,6008,Shania,Jenkins,913 Lockman Groves,Home Loan Account,04.05.2024,Eladio Heller,6304942071874823,982,Lake Tyrese,0,Cote d'Ivoire,CREDIT_CARD,Tennessee,73791-7110,Marketplace.Grains.StockActor:17:3;Marketplace.Grains.OrderActor:56:2;Marketplace.Grains.PaymentActor:56:1;
6009,11/09/2023 00:50:45,9184:Rustic Granite Soap:10:6309:5:0;,6009,Chet,Glover,261 Stefanie Villages,Personal Loan Account,12.06.2024,Jana Schaefer,3450-106116-93261,651,Caterinaburgh,0,Micronesia,CREDIT_CARD,Washington,97686,Marketplace.Grains.StockActor:32:3;Marketplace.Grains.OrderActor:57:2;Marketplace.Grains.PaymentActor:57:1;
6010,11/09/2023 00:50:45,9898:Ergonomic Steel Ball:8:5726:2:0;,6010,Geovany,Bode,1389 Herman Canyon,Auto Loan Account,13.02.2024,Shannon Rohan,3528-2455-1859-2116,391,Lake Raheem,0,Bahrain,CREDIT_CARD,South Dakota,18180-6289,Marketplace.Grains.StockActor:42:3;Marketplace.Grains.OrderActor:58:2;Marketplace.Grains.PaymentActor:58:1;
6011,11/09/2023 00:50:45,3579:Rustic Frozen Soap:5:899:0:0;,6011,Stephany,Luettgen,06899 Beatty Lakes,Investment Account,09.10.2024,Felicita Fay,6771-8939-9859-7928,735,South Priscilla,0,Seychelles,CREDIT_CARD,Wyoming,86887,Marketplace.Grains.StockActor:59:3;Marketplace.Grains.OrderActor:59:2;Marketplace.Grains.PaymentActor:59:1;
6012,11/09/2023 00:50:45,5479:Fantastic Steel Soap:6:6106:0:0;,6012,Alanis,Nolan,9016 Hackett Trail,Personal Loan Account,30.12.2023,Horacio Rice,4794962662353,526,Rennerchester,0,Ireland,CREDIT_CARD,Connecticut,21156-7612,Marketplace.Grains.StockActor:39:3;Marketplace.Grains.OrderActor:60:2;Marketplace.Grains.PaymentActor:60:1;
6013,11/09/2023 00:50:45,2130:Handmade Wooden Chips:5:4741:1:0;,6013,Isaiah,Treutel,78891 Kovacek Islands,Credit Card Account,07.04.2024,Marcella Reichel,6493-6292-4293-7001-4611,555,New Justinamouth,0,Morocco,CREDIT_CARD,South Carolina,45405-0069,Marketplace.Grains.StockActor:18:3;Marketplace.Grains.OrderActor:61:2;Marketplace.Grains.PaymentActor:61:1;
6014,11/09/2023 00:50:45,887:Awesome Concrete Pants:2:3733:0:0;,6014,Amir,Emard,860 Gerhold Road,Credit Card Account,26.09.2024,Jettie Renner,6759-2792-9667-3692,220,West Chandlerton,0,Paraguay,CREDIT_CARD,South Dakota,61750-6875,Marketplace.Grains.StockActor:55:3;Marketplace.Grains.OrderActor:62:2;Marketplace.Grains.PaymentActor:62:1;
6015,11/09/2023 00:50:45,7654:Sleek Wooden Bike:3:7820:2:0;,6015,Madisyn,Rodriguez,0904 Isobel Run,Personal Loan Account,24.09.2024,Cloyd Roberts,3529-7686-8802-0278,676,Greenhaven,0,Comoros,CREDIT_CARD,New Hampshire,36747,Marketplace.Grains.StockActor:38:3;Marketplace.Grains.OrderActor:63:2;Marketplace.Grains.PaymentActor:63:1;
6016,11/09/2023 00:50:45,7841:Practical Concrete Car:2:2166:2:0;,6016,Rusty,VonRueden,5382 Koelpin Shore,Investment Account,28.07.2024,Elza Durgan,3624-912375-3494,286,Lillyfort,0,Angola,CREDIT_CARD,New Hampshire,02771-0150,Marketplace.Grains.StockActor:33:3;Marketplace.Grains.OrderActor:0:2;Marketplace.Grains.PaymentActor:0:1;
6017,11/09/2023 00:50:45,3492:Gorgeous Concrete Sausages:5:3195:3:0;,6017,Mathias,Kerluke,37600 Ida Wall,Money Market Account,06.01.2024,Elizabeth Kreiger,6393-0969-9233-5562,757,New Heidi,0,Guinea-Bissau,CREDIT_CARD,New York,92525-8700,Marketplace.Grains.StockActor:36:3;Marketplace.Grains.OrderActor:1:2;Marketplace.Grains.PaymentActor:1:1;
6018,11/09/2023 00:50:45,1356:Incredible Granite Hat:2:8783:0:0;,6018,Murl,Boehm,11053 Wyman Lodge,Money Market Account,01.12.2023,Maximillian Breitenberg,6376-6938-0255-3953,407,Greenfelderview,0,Mozambique,CREDIT_CARD,Utah,04696,Marketplace.Grains.StockActor:12:3;Marketplace.Grains.OrderActor:2:2;Marketplace.Grains.PaymentActor:2:1;
6019,11/09/2023 00:50:45,900:Practical Soft Fish:5:481:5:0;,6019,Kaycee,Marquardt,9783 Bill Drive,Auto Loan Account,19.03.2024,Bridgette Bahringer,6767-7737-9589-4213,299,Edwardville,0,Russian Federation,CREDIT_CARD,South Carolina,85428,Marketplace.Grains.StockActor:4:3;Marketplace.Grains.OrderActor:3:2;Marketplace.Grains.PaymentActor:3:1;
6020,11/09/2023 00:50:45,9463:Unbranded Frozen Computer:2:9021:5:0;,6020,Margaretta,Schimmel,4460 Isai Throughway,Savings Account,20.12.2023,Kirstin Stamm,5018-2355-0434-7247,657,Port Jaquelinetown,0,Mongolia,CREDIT_CARD,Alabama,22914,Marketplace.Grains.StockActor:55:3;Marketplace.Grains.OrderActor:4:2;Marketplace.Grains.PaymentActor:4:1;
6021,11/09/2023 00:50:45,5236:Ergonomic Fresh Ball:2:2065:1:0;,6021,Edwardo,Mueller,40278 Boehm Greens,Savings Account,02.11.2024,Bertrand Marvin,6371-3898-7098-8560,306,West Deion,0,Paraguay,CREDIT_CARD,Kansas,33231-2154,Marketplace.Grains.StockActor:52:3;Marketplace.Grains.OrderActor:5:2;Marketplace.Grains.PaymentActor:5:1;
6022,11/09/2023 00:50:45,2238:Fantastic Soft Car:3:429:5:0;,6022,Kade,Schaden,0564 Ortiz Heights,Investment Account,05.09.2024,Eldon Wyman,6304-3083-3971-5739,434,West Sybleshire,0,United States Minor Outlying Islands,CREDIT_CARD,Hawaii,08382,Marketplace.Grains.StockActor:62:3;Marketplace.Grains.OrderActor:6:2;Marketplace.Grains.PaymentActor:6:1;
6023,11/09/2023 00:50:45,9004:Generic Wooden Tuna:8:4514:4:0;,6023,Layla,Mills,9897 Langosh Garden,Home Loan Account,23.01.2024,Evans Hudson,5451-9398-9454-2044,694,West Freemanberg,0,Pitcairn Islands,CREDIT_CARD,Mississippi,39077-4380,Marketplace.Grains.StockActor:44:3;Marketplace.Grains.OrderActor:7:2;Marketplace.Grains.PaymentActor:7:1;
6024,11/09/2023 00:50:45,4758:Sleek Frozen Towels:10:8393:5:0;,6024,Juliana,Towne,4149 Sipes Wells,Home Loan Account,23.02.2024,Vita Russel,6771-8965-7539-9758,719,West Hilarioborough,0,Honduras,CREDIT_CARD,Wisconsin,84010-0392,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:8:2;Marketplace.Grains.PaymentActor:8:1;
6025,11/09/2023 00:50:45,1954:Awesome Granite Hat:8:7086:5:0;,6025,Deborah,Aufderhar,366 Kling Lights,Home Loan Account,04.09.2024,Arlie Pagac,6759-9586-1944-4262-62,530,Elnorafurt,0,Greenland,CREDIT_CARD,Virginia,41075,Marketplace.Grains.StockActor:34:3;Marketplace.Grains.OrderActor:9:2;Marketplace.Grains.PaymentActor:9:1;
6026,11/09/2023 00:50:45,6176:Rustic Fresh Sausages:2:1138:3:0;,6026,Rachelle,Wisoky,7655 Jett Court,Personal Loan Account,15.09.2024,Eliane Steuber,6759-7416-9246-2236,130,McDermottfurt,0,Svalbard & Jan Mayen Islands,CREDIT_CARD,Pennsylvania,19879-1453,Marketplace.Grains.StockActor:32:3;Marketplace.Grains.OrderActor:10:2;Marketplace.Grains.PaymentActor:10:1;
6027,11/09/2023 00:50:45,9856:Practical Wooden Fish:6:6626:2:0;,6027,Christelle,Cremin,1163 Heller Station,Savings Account,10.06.2024,Christophe Hartmann,6767-2851-4181-6967-98,557,Lake Gerdaborough,0,Iceland,CREDIT_CARD,Kentucky,49810-2161,Marketplace.Grains.StockActor:0:3;Marketplace.Grains.OrderActor:11:2;Marketplace.Grains.PaymentActor:11:1;
