OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
10000,11/09/2023 00:50:56,7036:Generic Plastic Computer:8:7750:0:0;,10000,Mertie,Keebler,736 Howe Lakes,Checking Account,05.02.2024,Tianna Boyle,6759-7412-9953-6416-669,749,North Evalynview,0,Kyrgyz Republic,CREDIT_CARD,North Carolina,36529,Marketplace.Grains.StockActor:60:3;Marketplace.Grains.OrderActor:16:2;Marketplace.Grains.PaymentActor:16:1;
10001,11/09/2023 00:50:56,3115:Tasty Concrete Hat:9:9837:3:0;,10001,Abbie,Dietrich,9433 Alison Unions,Personal Loan Account,26.07.2024,Jakob Schaefer,6771-8903-7162-7876,744,Arliestad,0,China,CREDIT_CARD,New York,77688,Marketplace.Grains.StockActor:43:3;Marketplace.Grains.OrderActor:17:2;Marketplace.Grains.PaymentActor:17:1;
10002,11/09/2023 00:50:56,3016:Generic Soft Cheese:4:4208:2:0;,10002,Vivien,Dare,25095 Weimann Islands,Investment Account,20.04.2024,Sterling Von,6709604795120658,639,Carloston,0,Malawi,CREDIT_CARD,Louisiana,41809-9796,Marketplace.Grains.StockActor:8:3;Marketplace.Grains.OrderActor:18:2;Marketplace.Grains.PaymentActor:18:1;
10003,11/09/2023 00:50:56,5384:Intelligent Plastic Computer:3:6847:2:0;,10003,Hans,Hackett,019 Fritsch Viaduct,Checking Account,03.12.2023,Sheridan Dickens,6762-2241-9164-8097,548,North Agustin,0,Aruba,CREDIT_CARD,Ohio,04400,Marketplace.Grains.StockActor:8:3;Marketplace.Grains.OrderActor:19:2;Marketplace.Grains.PaymentActor:19:1;
10004,11/09/2023 00:50:56,4637:Handmade Plastic Shirt:4:7982:4:0;,10004,Ludie,Kub,30300 Kaden Village,Money Market Account,02.01.2024,Emory Kreiger,6759-5638-6456-5038,536,Port Shanieville,0,Liechtenstein,CREDIT_CARD,Montana,20887-8373,Marketplace.Grains.StockActor:29:3;Marketplace.Grains.OrderActor:20:2;Marketplace.Grains.PaymentActor:20:1;
10005,11/09/2023 00:50:56,3350:Intelligent Cotton Mouse:7:818:0:0;,10005,Leda,Kemmer,968 Frami Center,Personal Loan Account,07.04.2024,Kenna Kozey,6767-7963-3282-3734,171,West Merlin,0,Maldives,CREDIT_CARD,California,18900,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:21:2;Marketplace.Grains.PaymentActor:21:1;
10006,11/09/2023 00:50:56,9132:Fantastic Concrete Towels:7:4421:4:0;,10006,Earnest,Zboncak,290 Pfannerstill Passage,Personal Loan Account,04.12.2023,Deon Jones,4142-5058-9047-4959,172,Lake Leopold,0,Saint Vincent and the Grenadines,CREDIT_CARD,Arizona,72536-4433,Marketplace.Grains.StockActor:44:3;Marketplace.Grains.OrderActor:22:2;Marketplace.Grains.PaymentActor:22:1;
10007,11/09/2023 00:50:56,4326:Handcrafted Metal Shirt:8:5252:4:0;,10007,Myron,Morar,67440 Cydney Ridges,Investment Account,27.12.2023,Keira Tremblay,3437-954882-86122,536,Lake Otiliaville,0,Morocco,CREDIT_CARD,Michigan,91046-0492,Marketplace.Grains.StockActor:38:3;Marketplace.Grains.OrderActor:23:2;Marketplace.Grains.PaymentActor:23:1;
10008,11/09/2023 00:50:56,7612:Small Metal Chips:8:4999:1:0;,10008,Alanis,Kassulke,0839 Libbie Tunnel,Home Loan Account,27.10.2024,Adrian Thompson,3490-477994-90967,151,Luellaside,0,Vietnam,CREDIT_CARD,Vermont,78862,Marketplace.Grains.StockActor:60:3;Marketplace.Grains.OrderActor:24:2;Marketplace.Grains.PaymentActor:24:1;
10009,11/09/2023 00:50:56,1654:Unbranded Rubber Sausages:3:34:1:0;,10009,Norris,Rohan,753 Strosin Lake,Money Market Account,07.09.2024,Vaughn Langworth,3477-373443-11260,415,New Ladarius,0,Monaco,CREDIT_CARD,Massachusetts,14193-9356,Marketplace.Grains.StockActor:54:3;Marketplace.Grains.OrderActor:25:2;Marketplace.Grains.PaymentActor:25:1;
