OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
9000,11/09/2023 00:50:53,2889:Tasty Soft Chicken:7:9309:4:0;,9000,Isai,Satterfield,249 Odell Park,Home Loan Account,14.08.2024,Katelyn Haley,6767-1507-1013-6670-759,221,West Daphneyfurt,0,Bhutan,CREDIT_CARD,Minnesota,71750,Marketplace.Grains.StockActor:9:3;Marketplace.Grains.OrderActor:40:2;Marketplace.Grains.PaymentActor:40:1;
9001,11/09/2023 00:50:53,8412:Awesome Cotton Fish:3:2951:5:0;,9001,Felipa,Christiansen,0962 Stroman Branch,Personal Loan Account,15.05.2024,Hillary Friesen,3483-074814-12344,284,South Jermain,0,Uruguay,CREDIT_CARD,Indiana,30799-2561,Marketplace.Grains.StockActor:28:3;Marketplace.Grains.OrderActor:41:2;Marketplace.Grains.PaymentActor:41:1;
9002,11/09/2023 00:50:53,8489:Rustic Cotton Towels:5:1893:3:0;,9002,Darien,Homenick,6549 Wunsch Pike,Investment Account,05.06.2024,Walker Adams,6759-4205-4831-9896-18,216,Thelmashire,0,Belarus,CREDIT_CARD,New Jersey,02670,Marketplace.Grains.StockActor:41:3;Marketplace.Grains.OrderActor:42:2;Marketplace.Grains.PaymentActor:42:1;
9003,11/09/2023 00:50:53,477:Tasty Cotton Chair:10:9264:0:0;,9003,Urban,Keebler,095 Eden Dale,Credit Card Account,20.12.2023,Davon Leannon,5486-2536-4420-9592,874,Garrickview,0,Spain,CREDIT_CARD,Minnesota,97482,Marketplace.Grains.StockActor:29:3;Marketplace.Grains.OrderActor:43:2;Marketplace.Grains.PaymentActor:43:1;
9004,11/09/2023 00:50:53,6515:Tasty Steel Computer:1:2176:3:0;,9004,Ivory,Prosacco,07737 Romaine Highway,Auto Loan Account,21.10.2024,Anissa Donnelly,6011-1215-7193-9048,799,Deonmouth,0,Turks and Caicos Islands,CREDIT_CARD,New Mexico,42923-7987,Marketplace.Grains.StockActor:51:3;Marketplace.Grains.OrderActor:44:2;Marketplace.Grains.PaymentActor:44:1;
9005,11/09/2023 00:50:53,62:Small Plastic Sausages:10:440:5:0;,9005,Andrew,Pacocha,341 Deondre Flat,Auto Loan Account,17.11.2023,Donnie Okuneva,4970-0609-9493-1683,108,Baileystad,0,Puerto Rico,CREDIT_CARD,South Carolina,30864-8915,Marketplace.Grains.StockActor:62:3;Marketplace.Grains.OrderActor:45:2;Marketplace.Grains.PaymentActor:45:1;
9006,11/09/2023 00:50:53,9407:Intelligent Cotton Sausages:1:4194:2:0;,9006,Meagan,Grimes,36734 Alize Crossing,Investment Account,16.07.2024,Natalie Brakus,3463-507073-26015,806,North Jakemouth,0,Thailand,CREDIT_CARD,Oklahoma,43281,Marketplace.Grains.StockActor:63:3;Marketplace.Grains.OrderActor:46:2;Marketplace.Grains.PaymentActor:46:1;
9007,11/09/2023 00:50:53,3389:Rustic Soft Chicken:1:7491:3:0;,9007,Ruby,Breitenberg,722 Kilback Prairie,Auto Loan Account,15.12.2023,Randal Quitzon,4111-3684-1000-3213,073,Bahringerchester,0,"Virgin Islands, U.S.",CREDIT_CARD,Arkansas,41680,Marketplace.Grains.StockActor:61:3;Marketplace.Grains.OrderActor:47:2;Marketplace.Grains.PaymentActor:47:1;
9008,11/09/2023 00:50:53,9945:Intelligent Frozen Keyboard:9:5045:3:0;,9008,Magali,Koepp,3577 Ena Center,Investment Account,07.02.2024,Noah Stark,6767-3929-3872-3138,757,Purdytown,0,Germany,CREDIT_CARD,Virginia,25248,Marketplace.Grains.StockActor:25:3;Marketplace.Grains.OrderActor:48:2;Marketplace.Grains.PaymentActor:48:1;
9009,11/09/2023 00:50:53,1701:Rustic Fresh Tuna:10:1699:1:0;,9009,Marcelo,Fadel,59073 Ebert Canyon,Personal Loan Account,27.05.2024,Nolan Rutherford,6759-6996-4825-3333-626,662,Swaniawskitown,0,Ireland,CREDIT_CARD,Tennessee,78627,Marketplace.Grains.StockActor:37:3;Marketplace.Grains.OrderActor:49:2;Marketplace.Grains.PaymentActor:49:1;
