OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
2000,11/09/2023 00:50:34,8062:Fantastic Rubber Pants:1:4529:0:0;,2000,Giovanni,King,1851 Homenick Orchard,Home Loan Account,06.07.2024,Pansy Hartmann,6771-8999-4172-4832,624,Port Blair,0,Croatia,CREDIT_CARD,Iowa,11373-0043,Marketplace.Grains.StockActor:62:3;Marketplace.Grains.OrderActor:16:2;Marketplace.Grains.PaymentActor:16:1;
2001,11/09/2023 00:50:34,2479:Handcrafted Granite Table:7:5857:3:0;,2001,Buddy,Gleichner,237 Furman Plains,Money Market Account,08.07.2024,Brionna Klein,5488-8404-4301-6240,794,South Enolamouth,0,Pitcairn Islands,CREDIT_CARD,South Dakota,30271-7911,Marketplace.Grains.StockActor:47:3;Marketplace.Grains.OrderActor:17:2;Marketplace.Grains.PaymentActor:17:1;
2002,11/09/2023 00:50:34,8797:Fantastic Cotton Shoes:9:99:5:0;,2002,Buford,Bahringer,62623 Wolf Court,Savings Account,15.05.2024,Grady Lehner,5270-9477-6935-5037,950,East Janicestad,0,Chile,CREDIT_CARD,Maryland,54590,Marketplace.Grains.StockActor:29:3;Marketplace.Grains.OrderActor:18:2;Marketplace.Grains.PaymentActor:18:1;
2003,11/09/2023 00:50:34,9759:Handcrafted Wooden Gloves:4:4227:3:0;,2003,Deborah,Von,463 Grimes Mission,Savings Account,31.03.2024,Franz Goodwin,6762-7542-8199-5859,136,Lake Otha,0,Guinea-Bissau,CREDIT_CARD,Mississippi,28847,Marketplace.Grains.StockActor:31:3;Marketplace.Grains.OrderActor:19:2;Marketplace.Grains.PaymentActor:19:1;
2004,11/09/2023 00:50:34,6558:Sleek Rubber Table:5:2479:1:0;,2004,Arvid,Howell,67866 Murray Squares,Personal Loan Account,24.06.2024,Mertie Mosciski,5207-5169-8350-5301,874,New Ada,0,Luxembourg,CREDIT_CARD,Delaware,59609-4248,Marketplace.Grains.StockActor:30:3;Marketplace.Grains.OrderActor:20:2;Marketplace.Grains.PaymentActor:20:1;
2005,11/09/2023 00:50:34,7896:Small Steel Mouse:7:2310:4:0;,2005,Simeon,Wisoky,876 Jessika Expressway,Savings Account,12.01.2024,Ariel Lehner,3529-3230-2216-5569,651,Jennieland,0,Georgia,CREDIT_CARD,Colorado,49060-1161,Marketplace.Grains.StockActor:24:3;Marketplace.Grains.OrderActor:21:2;Marketplace.Grains.PaymentActor:21:1;
2006,11/09/2023 00:50:34,2012:Handmade Frozen Fish:9:9500:4:0;,2006,Shawn,Kshlerin,84370 Dariana Gateway,Money Market Account,02.06.2024,Wallace Legros,6473-6297-7356-0650-1091,001,Lucienneport,0,Brazil,CREDIT_CARD,California,61954,Marketplace.Grains.StockActor:28:3;Marketplace.Grains.OrderActor:22:2;Marketplace.Grains.PaymentActor:22:1;
2007,11/09/2023 00:50:34,5049:Ergonomic Cotton Mouse:10:2969:3:0;,2007,Alysson,Schneider,44288 Mandy Squares,Checking Account,17.11.2023,Roosevelt Cronin,6767-0816-0639-2916-361,806,South Meda,0,Lesotho,CREDIT_CARD,Pennsylvania,95516,Marketplace.Grains.StockActor:57:3;Marketplace.Grains.OrderActor:23:2;Marketplace.Grains.PaymentActor:23:1;
2008,11/09/2023 00:50:34,3168:Incredible Fresh Pants:5:1955:0:0;,2008,Bryce,Windler,20412 Bergstrom Pike,Investment Account,18.12.2023,Dessie Moore,6011-8712-0463-8900,494,South Kenny,0,Cook Islands,CREDIT_CARD,Georgia,69422-1285,Marketplace.Grains.StockActor:32:3;Marketplace.Grains.OrderActor:24:2;Marketplace.Grains.PaymentActor:24:1;
2009,11/09/2023 00:50:34,1908:Fantastic Rubber Chips:9:8746:4:0;,2009,Benny,Simonis,7092 Santa Flat,Investment Account,20.11.2023,Clarabelle Lockman,6759-0874-7525-7285-754,893,Port Melvinaburgh,0,Panama,CREDIT_CARD,New Mexico,36556,Marketplace.Grains.StockActor:52:3;Marketplace.Grains.OrderActor:25:2;Marketplace.Grains.PaymentActor:25:1;
2010,11/09/2023 00:50:34,65:Ergonomic Soft Ball:1:1477:2:0;,2010,Odell,Legros,518 Weber Junction,Auto Loan Account,10.11.2023,Geoffrey Lemke,4516738338483,192,Vestaland,0,Dominica,CREDIT_CARD,New Hampshire,18439-1255,Marketplace.Grains.StockActor:1:3;Marketplace.Grains.OrderActor:26:2;Marketplace.Grains.PaymentActor:26:1;
2011,11/09/2023 00:50:34,8854:Rustic Fresh Salad:7:9664:5:0;,2011,Dawn,Smitham,60844 Cindy Highway,Checking Account,09.04.2024,Clair Feest,5038-4591-3917-8183,077,Port Kayli,0,Slovenia,CREDIT_CARD,Utah,47553-8241,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:27:2;Marketplace.Grains.PaymentActor:27:1;
2012,11/09/2023 00:50:34,8623:Awesome Frozen Bike:10:7779:5:0;,2012,Maurice,Daugherty,1596 Monahan Road,Money Market Account,30.05.2024,Reyna Schmitt,3536-2296-1501-7813,444,Wilmamouth,0,Peru,CREDIT_CARD,Utah,85978,Marketplace.Grains.StockActor:47:3;Marketplace.Grains.OrderActor:28:2;Marketplace.Grains.PaymentActor:28:1;
2013,11/09/2023 00:50:34,5335:Tasty Fresh Hat:10:3316:0:0;,2013,Vivianne,Boehm,7221 Melisa Crest,Investment Account,11.02.2024,Maverick Pacocha,6771-8960-8470-4779,141,North Deonte,0,Turks and Caicos Islands,CREDIT_CARD,Iowa,60576-5512,Marketplace.Grains.StockActor:23:3;Marketplace.Grains.OrderActor:29:2;Marketplace.Grains.PaymentActor:29:1;
2014,11/09/2023 00:50:34,1845:Handcrafted Soft Cheese:7:451:4:0;,2014,Hailee,Bailey,347 Marques Garden,Checking Account,01.10.2024,Garrick Schoen,3418-559919-86949,413,East Kaileyhaven,0,Iraq,CREDIT_CARD,California,17372-1371,Marketplace.Grains.StockActor:53:3;Marketplace.Grains.OrderActor:30:2;Marketplace.Grains.PaymentActor:30:1;
2015,11/09/2023 00:50:34,270:Handmade Fresh Sausages:6:6419:4:0;,2015,Vladimir,Herzog,08472 Emile Falls,Checking Account,03.01.2024,Lavina Roob,3459-977774-58531,399,Lake Jacquestown,0,Turkmenistan,CREDIT_CARD,Alaska,79181,Marketplace.Grains.StockActor:14:3;Marketplace.Grains.OrderActor:31:2;Marketplace.Grains.PaymentActor:31:1;
2016,11/09/2023 00:50:34,6325:Handcrafted Steel Car:5:737:5:0;,2016,Misty,Weimann,1928 Wuckert Stream,Savings Account,11.08.2024,Mariane Haley,6385-7230-4430-1207,389,Ziemeberg,0,Myanmar,CREDIT_CARD,Mississippi,04574-6508,Marketplace.Grains.StockActor:53:3;Marketplace.Grains.OrderActor:32:2;Marketplace.Grains.PaymentActor:32:1;
2017,11/09/2023 00:50:34,6155:Rustic Steel Chair:6:7778:3:0;,2017,Juvenal,Corwin,504 Bednar Lake,Credit Card Account,30.07.2024,Isabella Hodkiewicz,6767-2472-1090-8395,867,Aliviafort,0,Solomon Islands,CREDIT_CARD,Oklahoma,21699,Marketplace.Grains.StockActor:11:3;Marketplace.Grains.OrderActor:33:2;Marketplace.Grains.PaymentActor:33:1;
2018,11/09/2023 00:50:34,3297:Unbranded Concrete Table:2:3660:0:0;,2018,David,Kuphal,97108 Dooley Circles,Home Loan Account,17.05.2024,Destiney Cremin,3600-248447-4618,794,South Deniston,0,Guinea,CREDIT_CARD,Alabama,17386-1295,Marketplace.Grains.StockActor:33:3;Marketplace.Grains.OrderActor:34:2;Marketplace.Grains.PaymentActor:34:1;
2019,11/09/2023 00:50:34,598:Awesome Metal Shirt:2:9326:3:0;,2019,Iva,Denesik,32054 Emilio Station,Money Market Account,09.12.2023,Trycia Brown,6563-5941-4800-0985,224,East Daphnee,0,Portugal,CREDIT_CARD,Massachusetts,08412,Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:35:2;Marketplace.Grains.PaymentActor:35:1;
2020,11/09/2023 00:50:34,3625:Ergonomic Cotton Tuna:3:6523:0:0;,2020,Ashton,Rice,475 Hilma Route,Savings Account,08.03.2024,Lilian Conn,3476-971121-52066,430,New Matteo,0,Palau,CREDIT_CARD,Missouri,37263,Marketplace.Grains.StockActor:41:3;Marketplace.Grains.OrderActor:36:2;Marketplace.Grains.PaymentActor:36:1;
2021,11/09/2023 00:50:34,4794:Sleek Plastic Bacon:3:2937:4:0;,2021,Adrian,Moore,9616 Hilbert Crossroad,Auto Loan Account,23.09.2024,Mason Senger,3795-113721-28008,608,Norvalview,0,Mexico,CREDIT_CARD,Pennsylvania,45288,Marketplace.Grains.StockActor:58:3;Marketplace.Grains.OrderActor:37:2;Marketplace.Grains.PaymentActor:37:1;
2022,11/09/2023 00:50:34,2109:Intelligent Fresh Pizza:2:5463:2:0;,2022,Tara,Morar,10850 Earnestine Parkway,Personal Loan Account,21.01.2024,Adell Carroll,4750-4878-3595-3657,823,Pourosstad,0,Malta,CREDIT_CARD,Nebraska,36188-0716,Marketplace.Grains.StockActor:61:3;Marketplace.Grains.OrderActor:38:2;Marketplace.Grains.PaymentActor:38:1;
2023,11/09/2023 00:50:34,1668:Intelligent Fresh Shoes:6:9994:2:0;,2023,Nels,Dibbert,395 Nina Unions,Home Loan Account,16.06.2024,Grady Gibson,6759-6080-5871-7034,572,North Hildegardland,0,Saint Pierre and Miquelon,CREDIT_CARD,West Virginia,34965,Marketplace.Grains.StockActor:4:3;Marketplace.Grains.OrderActor:39:2;Marketplace.Grains.PaymentActor:39:1;
2024,11/09/2023 00:50:34,9778:Awesome Cotton Mouse:6:9035:5:0;,2024,Phoebe,Emmerich,2603 Coby Squares,Checking Account,07.07.2024,Orie Abernathy,4732-4196-8363-2847,587,North Myafort,0,New Caledonia,CREDIT_CARD,Missouri,50155,Marketplace.Grains.StockActor:50:3;Marketplace.Grains.OrderActor:40:2;Marketplace.Grains.PaymentActor:40:1;
2025,11/09/2023 00:50:34,298:Fantastic Frozen Computer:4:7639:3:0;,2025,Kim,Kuhn,117 Jamaal Knoll,Auto Loan Account,25.01.2024,Sterling Fahey,6386-0844-0550-5467,039,Bergnaumburgh,0,Mayotte,CREDIT_CARD,Missouri,11532,Marketplace.Grains.StockActor:42:3;Marketplace.Grains.OrderActor:41:2;Marketplace.Grains.PaymentActor:41:1;
2026,11/09/2023 00:50:34,739:Sleek Soft Hat:10:1976:5:0;,2026,Suzanne,Larson,216 Susan Forges,Savings Account,17.02.2024,Braeden Hamill,5321-4180-7756-5344,704,Kuhlmanburgh,0,Christmas Island,CREDIT_CARD,Vermont,96116-1823,Marketplace.Grains.StockActor:35:3;Marketplace.Grains.OrderActor:42:2;Marketplace.Grains.PaymentActor:42:1;
2027,11/09/2023 00:50:34,5873:Incredible Wooden Sausages:4:3675:1:0;,2027,Chase,Thompson,673 Tressa Trail,Money Market Account,20.09.2024,Maxie Conn,5495-3353-6997-6072,778,Lake Christian,0,Macao,CREDIT_CARD,Montana,92539,Marketplace.Grains.StockActor:49:3;Marketplace.Grains.OrderActor:43:2;Marketplace.Grains.PaymentActor:43:1;
2028,11/09/2023 00:50:34,8568:Licensed Frozen Keyboard:1:2183:2:0;,2028,Tyler,Schmidt,545 Aracely Greens,Personal Loan Account,10.06.2024,Annamae Kuhic,6767-0094-1106-6407-287,622,Port Lucy,0,Ireland,CREDIT_CARD,Oklahoma,33538-5483,Marketplace.Grains.StockActor:56:3;Marketplace.Grains.OrderActor:44:2;Marketplace.Grains.PaymentActor:44:1;
