OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
8000,11/10/2023 13:41:34,641:Fantastic Granite Gloves:4:4684:3:0; 68:Small Plastic Hat:3:1562:4:0; 53:Handcrafted Frozen Sausages:1:3892:3:0; 507:Gorgeous Wooden Pants:9:1877:4:0; 7:Intelligent Rubber Sausages:5:1238:3:0;,8000,Britney,Predovic,09712 Kyle Junction,Investment Account,28.04.2024,Carter Smitham,4741031502763,179,East Arthur,0,Cook Islands,CREDIT_CARD,Iowa,16245-7442,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:1:3;Marketplace.Grains.Extended.StockActorExt:4:3;Marketplace.Grains.Extended.StockActorExt:53:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:7:3;
8001,11/10/2023 13:41:34,81:Ergonomic Wooden Tuna:7:3959:0:0; 571:Small Rubber Tuna:4:737:3:0; 10:Awesome Soft Sausages:1:2230:1:0; 996:Gorgeous Granite Fish:7:1977:3:0; 585:Sleek Steel Computer:5:4167:1:0;,8001,Chauncey,Kulas,832 Estella Manor,Home Loan Account,28.02.2024,Blaise Fritsch,3771-032019-77110,545,Pietrochester,0,Saint Pierre and Miquelon,CREDIT_CARD,West Virginia,33203-8588,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:10:3;Marketplace.Grains.Extended.StockActorExt:36:3;Marketplace.Grains.Extended.StockActorExt:9:3;
8002,11/10/2023 13:41:34,188:Incredible Concrete Cheese:4:6107:4:0; 59:Licensed Plastic Pants:6:2592:3:0; 704:Unbranded Metal Salad:4:5518:5:0; 6:Awesome Frozen Computer:2:4616:2:0; 703:Refined Fresh Chips:4:3366:2:0;,8002,Esta,McCullough,576 MacGyver Cove,Money Market Account,09.10.2024,Dangelo Kshlerin,6767-2792-9406-0983-989,662,Maramouth,0,Slovenia,CREDIT_CARD,New Hampshire,59413-1241,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:0:3;Marketplace.Grains.Extended.StockActorExt:6:3;Marketplace.Grains.Extended.StockActorExt:63:3;
8003,11/10/2023 13:41:34,27:Awesome Rubber Chair:5:383:2:0; 554:Ergonomic Rubber Hat:7:3105:1:0; 978:Gorgeous Rubber Chair:7:7533:2:0; 890:Refined Plastic Sausages:9:5989:5:0; 89:Rustic Plastic Shirt:6:605:4:0;,8003,Loren,Kshlerin,0129 Bertrand Loop,Checking Account,14.05.2024,Orland Miller,3665-041156-3604,945,Bernhardburgh,0,Bouvet Island (Bouvetoya),CREDIT_CARD,Hawaii,21421-7231,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:27:3;Marketplace.Grains.Extended.StockActorExt:42:3;Marketplace.Grains.Extended.StockActorExt:18:3;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:25:3;
8004,11/10/2023 13:41:34,15:Refined Soft Chair:1:8588:2:0; 815:Practical Metal Bacon:10:3709:3:0; 349:Gorgeous Steel Gloves:3:7830:0:0; 375:Intelligent Granite Table:1:636:3:0; 284:Small Concrete Pizza:3:1901:1:0;,8004,Tamara,Skiles,2440 Witting Key,Investment Account,12.09.2024,Leanne Lakin,3528-9387-7983-1047,472,Schuppemouth,0,Wallis and Futuna,CREDIT_CARD,South Dakota,65591,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:15:3;Marketplace.Grains.Extended.StockActorExt:47:3;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:55:3;Marketplace.Grains.Extended.StockActorExt:28:3;
8005,11/10/2023 13:41:34,250:Generic Frozen Bacon:6:3859:2:0; 17:Practical Steel Sausages:4:3058:1:0; 928:Refined Rubber Hat:9:2899:5:0; 7:Intelligent Rubber Sausages:3:1238:3:0; 261:Handcrafted Concrete Car:6:6593:5:0;,8005,Olin,Wunsch,093 Buckridge Point,Checking Account,17.05.2024,Hans Bernier,3411-932186-33353,138,Reginaldmouth,0,Vanuatu,CREDIT_CARD,Oregon,02412-8813,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:32:3;Marketplace.Grains.Extended.StockActorExt:7:3;Marketplace.Grains.Extended.StockActorExt:5:3;
8006,11/10/2023 13:41:34,23:Ergonomic Fresh Computer:3:1183:1:0; 12:Licensed Concrete Cheese:7:226:3:0; 369:Awesome Granite Bacon:4:5358:5:0; 156:Refined Plastic Chips:7:6923:1:0; 999:Incredible Granite Computer:3:4877:2:0;,8006,Ethan,Kuhlman,56231 Joannie Brook,Personal Loan Account,07.05.2024,Lucio Rutherford,3421-446011-92282,976,South Sister,0,Dominica,CREDIT_CARD,California,94442,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:23:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:49:3;Marketplace.Grains.Extended.StockActorExt:28:3;Marketplace.Grains.Extended.StockActorExt:39:3;
8007,11/10/2023 13:41:34,47:Refined Steel Towels:5:5843:1:0; 33:Handcrafted Wooden Salad:2:6640:4:0; 99:Small Cotton Bike:5:7155:5:0; 389:Incredible Concrete Shoes:3:4491:2:0; 561:Handmade Metal Fish:9:8214:4:0;,8007,Edythe,Schulist,19972 Rippin Trafficway,Money Market Account,30.11.2023,Jaqueline Leffler,5893-0426-2391-7987,379,East Yessenia,0,United States Minor Outlying Islands,CREDIT_CARD,West Virginia,99560,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:47:3;Marketplace.Grains.Extended.StockActorExt:33:3;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:5:3;Marketplace.Grains.Extended.StockActorExt:49:3;
8008,11/10/2023 13:41:34,724:Gorgeous Granite Towels:4:6000:4:0; 101:Handmade Fresh Hat:6:6672:5:0; 506:Handmade Granite Pants:10:3581:0:0; 989:Small Soft Bacon:6:3726:4:0; 400:Small Granite Shoes:8:1306:4:0;,8008,Deshawn,Bailey,12647 Forest Branch,Checking Account,21.11.2023,Sophie Strosin,3695-046627-2154,300,Fletcherhaven,0,Iraq,CREDIT_CARD,Oklahoma,22176,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:20:3;Marketplace.Grains.Extended.StockActorExt:37:3;Marketplace.Grains.Extended.StockActorExt:58:3;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:16:3;
8009,11/10/2023 13:41:34,12:Licensed Concrete Cheese:6:226:3:0; 413:Tasty Cotton Bacon:4:4789:3:0; 548:Fantastic Fresh Mouse:2:4591:5:0; 18:Incredible Frozen Bacon:8:5857:1:0; 62:Fantastic Wooden Cheese:7:5122:0:0;,8009,Novella,Hoppe,271 Soledad Parkway,Checking Account,09.10.2024,Ole Johns,670678770595916569,621,South Tressaburgh,0,Qatar,CREDIT_CARD,Wyoming,76402-3002,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:29:3;Marketplace.Grains.Extended.StockActorExt:36:3;Marketplace.Grains.Extended.StockActorExt:18:3;Marketplace.Grains.Extended.StockActorExt:62:3;
