OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
0,11/09/2023 14:56:39,6183:Refined Cotton Soap:4:9930:2:0; 6100:Handmade Rubber Pizza:3:3078:3:0; 633:Awesome Wooden Soap:6:9272:1:0; 9579:Awesome Soft Towels:6:5217:2:0; 2107:Unbranded Rubber Gloves:7:7025:4:0; 6857:Generic Granite Mouse:4:1821:3:0; 5617:Incredible Rubber Fish:7:7232:3:0; 437:Generic Concrete Pizza:7:3985:2:0; 3722:Awesome Wooden Fish:10:6120:2:0; 6343:Tasty Granite Sausages:4:268:3:0; 1569:Small Concrete Shoes:1:7143:5:0; 6103:Handcrafted Plastic Chicken:3:3440:4:0; 4897:Refined Soft Car:8:7162:2:0; 981:Gorgeous Steel Ball:1:4873:3:0; 5543:Generic Granite Fish:3:9208:2:0; 4946:Incredible Soft Chair:1:5972:5:0; 6950:Incredible Plastic Gloves:10:9686:5:0; 9410:Gorgeous Plastic Gloves:2:8002:0:0; 3254:Generic Granite Hat:2:176:3:0; 5100:Sleek Wooden Chicken:5:6973:5:0;,0,Edmond,McCullough,92407 Ewald Lake,Investment Account,04-10-2024,Griffin Rutherford,5893166508613201149,251,West Chanelburgh,0,Guatemala,CREDIT_CARD,Maryland,58669-6843,Marketplace.Grains.StockActor:39:6;Marketplace.Grains.StockActor:20:3;Marketplace.Grains.StockActor:57:3;Marketplace.Grains.StockActor:43:3;Marketplace.Grains.StockActor:59:3;Marketplace.Grains.StockActor:9:3;Marketplace.Grains.StockActor:49:3;Marketplace.Grains.StockActor:53:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.StockActor:7:3;Marketplace.Grains.StockActor:33:6;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:18:3;Marketplace.Grains.StockActor:38:3;Marketplace.Grains.StockActor:2:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.StockActor:44:3;Marketplace.Grains.OrderActor:0:2;Marketplace.Grains.PaymentActor:0:1;
1,11/09/2023 14:56:40,5725:Sleek Concrete Pants:10:3549:3:0; 4876:Intelligent Metal Chicken:1:4885:0:0; 7343:Incredible Rubber Cheese:8:9748:0:0; 6030:Unbranded Concrete Sausages:9:6745:4:0; 4237:Fantastic Steel Chips:3:6941:3:0; 8358:Unbranded Frozen Bike:10:8836:3:0; 5022:Small Metal Bacon:8:1687:5:0; 8008:Intelligent Rubber Tuna:2:6316:2:0; 8424:Refined Granite Bike:9:4438:3:0; 4098:Rustic Soft Cheese:3:4536:2:0; 9411:Sleek Concrete Sausages:8:8203:4:0; 9105:Ergonomic Rubber Hat:1:916:5:0; 9672:Refined Steel Pizza:4:335:4:0; 854:Intelligent Granite Chicken:5:4391:3:0; 7785:Incredible Steel Mouse:2:4061:0:0; 3939:Rustic Soft Ball:9:872:5:0; 7229:Fantastic Rubber Chips:8:9634:2:0; 7160:Rustic Concrete Fish:6:4375:1:0; 5833:Tasty Metal Table:4:8568:0:0; 6568:Small Metal Bacon:5:7145:1:0;,1,Marilou,Rodriguez,413 Pacocha Fords,Home Loan Account,29-07-2024,Randal Purdy,670686982941975831,313,Lake Faustinoville,0,Saint Vincent and the Grenadines,CREDIT_CARD,Massachusetts,74791-7379,Marketplace.Grains.StockActor:29:3;Marketplace.Grains.StockActor:12:3;Marketplace.Grains.StockActor:47:3;Marketplace.Grains.StockActor:14:3;Marketplace.Grains.StockActor:13:3;Marketplace.Grains.StockActor:38:3;Marketplace.Grains.StockActor:30:3;Marketplace.Grains.StockActor:8:6;Marketplace.Grains.StockActor:40:6;Marketplace.Grains.StockActor:2:3;Marketplace.Grains.StockActor:3:3;Marketplace.Grains.StockActor:17:3;Marketplace.Grains.StockActor:22:3;Marketplace.Grains.StockActor:41:3;Marketplace.Grains.StockActor:35:3;Marketplace.Grains.StockActor:61:3;Marketplace.Grains.StockActor:56:3;Marketplace.Grains.StockActor:9:3;Marketplace.Grains.OrderActor:1:2;Marketplace.Grains.PaymentActor:1:1;
2,11/09/2023 14:56:40,3024:Generic Granite Soap:10:2947:5:0; 2017:Fantastic Rubber Hat:2:4189:4:0; 5426:Practical Granite Fish:9:158:1:0; 5240:Sleek Plastic Gloves:4:5030:1:0; 5461:Intelligent Concrete Mouse:7:8096:1:0; 8214:Licensed Plastic Sausages:10:9264:3:0; 2792:Unbranded Granite Salad:5:8519:3:0; 7930:Licensed Metal Ball:7:982:1:0; 6006:Handmade Rubber Cheese:10:5483:4:0; 4801:Incredible Granite Hat:10:6673:1:0; 9533:Unbranded Wooden Cheese:4:6352:3:0; 5299:Sleek Granite Fish:4:4765:4:0; 3802:Small Wooden Chips:2:335:5:0; 5362:Practical Metal Cheese:4:3265:2:0; 2336:Practical Cotton Chicken:8:8716:1:0; 1307:Rustic Steel Towels:4:4599:3:0; 8756:Fantastic Steel Cheese:5:4929:1:0; 4603:Gorgeous Granite Chair:1:4432:5:0; 5342:Tasty Steel Bike:10:2501:5:0; 3748:Practical Cotton Towels:6:9146:1:0;,2,Rowland,Labadie,74950 Macejkovic Squares,Money Market Account,05-05-2024,Hubert Lueilwitz,3013-384320-5058,954,Goldenfort,0,Netherlands Antilles,CREDIT_CARD,Maryland,01685-0811,Marketplace.Grains.StockActor:16:3;Marketplace.Grains.StockActor:33:3;Marketplace.Grains.StockActor:50:6;Marketplace.Grains.StockActor:56:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:22:3;Marketplace.Grains.StockActor:40:3;Marketplace.Grains.StockActor:58:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.StockActor:1:3;Marketplace.Grains.StockActor:61:3;Marketplace.Grains.StockActor:51:3;Marketplace.Grains.StockActor:26:3;Marketplace.Grains.StockActor:32:3;Marketplace.Grains.StockActor:27:3;Marketplace.Grains.StockActor:52:3;Marketplace.Grains.StockActor:59:3;Marketplace.Grains.StockActor:30:3;Marketplace.Grains.StockActor:36:3;Marketplace.Grains.OrderActor:2:2;Marketplace.Grains.PaymentActor:2:1;
3,11/09/2023 14:56:40,1834:Rustic Granite Soap:1:6073:1:0; 7608:Licensed Plastic Pizza:3:8985:1:0; 2013:Tasty Concrete Keyboard:7:8467:3:0; 9624:Handcrafted Metal Car:2:9571:0:0; 6932:Handcrafted Plastic Fish:8:2058:5:0; 2463:Awesome Rubber Computer:8:2122:1:0; 6431:Fantastic Plastic Chips:2:1023:1:0; 4043:Handcrafted Concrete Soap:8:1278:5:0; 3195:Handmade Frozen Soap:1:8389:1:0; 1604:Incredible Metal Hat:9:9650:3:0; 7717:Licensed Fresh Soap:5:4706:1:0; 9790:Incredible Fresh Pants:2:9884:0:0; 3576:Rustic Metal Bacon:9:4663:0:0; 6686:Ergonomic Fresh Soap:3:7848:5:0; 2075:Rustic Frozen Car:7:9916:4:0; 3707:Fantastic Wooden Salad:10:2437:1:0; 9449:Gorgeous Steel Soap:9:4096:1:0; 2102:Fantastic Wooden Chair:6:5937:3:0; 568:Gorgeous Cotton Ball:3:2913:4:0; 6022:Sleek Plastic Bacon:10:4508:5:0;,3,Rosalinda,Little,76659 Fadel Lodge,Savings Account,15-08-2024,Bette Stanton,5038158367328735152,542,Gottliebmouth,0,Mexico,CREDIT_CARD,Louisiana,77402-7690,Marketplace.Grains.StockActor:42:3;Marketplace.Grains.StockActor:56:9;Marketplace.Grains.StockActor:29:3;Marketplace.Grains.StockActor:24:3;Marketplace.Grains.StockActor:20:3;Marketplace.Grains.StockActor:31:6;Marketplace.Grains.StockActor:11:3;Marketplace.Grains.StockActor:59:6;Marketplace.Grains.StockActor:4:3;Marketplace.Grains.StockActor:37:3;Marketplace.Grains.StockActor:62:3;Marketplace.Grains.StockActor:30:3;Marketplace.Grains.StockActor:27:3;Marketplace.Grains.StockActor:41:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.StockActor:6:3;Marketplace.Grains.OrderActor:3:2;Marketplace.Grains.PaymentActor:3:1;
4,11/09/2023 14:56:40,5566:Handmade Frozen Shirt:5:3083:2:0; 7092:Licensed Steel Chicken:8:5465:4:0; 2002:Intelligent Granite Towels:6:2653:0:0; 3622:Tasty Soft Ball:4:9805:5:0; 4565:Handmade Cotton Computer:10:5166:4:0; 4111:Practical Cotton Ball:2:1614:0:0; 5303:Intelligent Wooden Chair:7:6074:1:0; 4310:Handmade Concrete Tuna:6:6603:0:0; 8517:Ergonomic Plastic Computer:8:6899:5:0; 6478:Fantastic Frozen Shoes:7:9015:5:0; 5182:Tasty Plastic Hat:10:5132:5:0; 2626:Awesome Steel Shirt:2:3020:3:0; 1818:Handmade Wooden Pizza:9:3230:3:0; 2085:Fantastic Soft Shoes:1:895:0:0; 4734:Rustic Granite Chips:8:1071:4:0; 5416:Handmade Soft Tuna:5:2719:5:0; 4:Unbranded Soft Shirt:7:6105:2:0; 5802:Handmade Granite Pizza:1:994:1:0; 8308:Practical Granite Chair:7:5335:3:0; 2998:Refined Soft Chicken:7:9143:0:0;,4,Krista,Torphy,5488 Daphney Way,Savings Account,31-08-2024,Rosamond Wolff,6384-0850-5064-3356,680,Elseland,0,Saint Pierre and Miquelon,CREDIT_CARD,Wyoming,13112,Marketplace.Grains.StockActor:62:9;Marketplace.Grains.StockActor:52:6;Marketplace.Grains.StockActor:18:3;Marketplace.Grains.StockActor:38:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:55:3;Marketplace.Grains.StockActor:22:3;Marketplace.Grains.StockActor:5:3;Marketplace.Grains.StockActor:14:3;Marketplace.Grains.StockActor:2:3;Marketplace.Grains.StockActor:26:3;Marketplace.Grains.StockActor:37:3;Marketplace.Grains.StockActor:40:3;Marketplace.Grains.StockActor:4:3;Marketplace.Grains.StockActor:42:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.OrderActor:4:2;Marketplace.Grains.PaymentActor:4:1;
5,11/09/2023 14:56:40,1783:Sleek Plastic Cheese:4:5885:4:0; 8749:Handcrafted Soft Hat:5:1246:2:0; 4734:Rustic Granite Chips:1:1071:4:0; 4401:Generic Rubber Fish:3:7681:2:0; 7084:Gorgeous Wooden Bacon:6:7385:4:0; 9742:Handmade Frozen Table:2:7644:3:0; 1723:Incredible Concrete Sausages:10:2752:0:0; 7115:Unbranded Rubber Keyboard:3:7070:4:0; 3287:Licensed Concrete Gloves:3:8300:5:0; 8628:Refined Plastic Towels:5:9070:0:0; 1857:Intelligent Metal Chicken:6:8614:1:0; 6653:Awesome Fresh Sausages:8:8690:5:0; 4035:Intelligent Frozen Computer:4:1542:4:0; 9319:Handcrafted Cotton Gloves:4:195:2:0; 8182:Handmade Wooden Car:4:3063:0:0; 4741:Practical Rubber Towels:6:6268:2:0; 5606:Gorgeous Steel Salad:8:3996:1:0; 8390:Gorgeous Frozen Computer:6:5628:4:0; 5058:Small Rubber Mouse:8:4592:1:0; 2820:Fantastic Rubber Car:10:648:1:0;,5,Eusebio,Bartell,59269 Estell Glens,Credit Card Account,11-07-2024,Vernie Lemke,63045186177209030,964,North Nathantown,0,Guam,CREDIT_CARD,Florida,49308,Marketplace.Grains.StockActor:55:3;Marketplace.Grains.StockActor:45:3;Marketplace.Grains.StockActor:62:3;Marketplace.Grains.StockActor:49:3;Marketplace.Grains.StockActor:44:3;Marketplace.Grains.StockActor:14:3;Marketplace.Grains.StockActor:59:3;Marketplace.Grains.StockActor:11:3;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:52:3;Marketplace.Grains.StockActor:1:3;Marketplace.Grains.StockActor:61:3;Marketplace.Grains.StockActor:3:3;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:54:3;Marketplace.Grains.StockActor:5:3;Marketplace.Grains.StockActor:38:3;Marketplace.Grains.StockActor:6:3;Marketplace.Grains.StockActor:2:3;Marketplace.Grains.StockActor:4:3;Marketplace.Grains.OrderActor:5:2;Marketplace.Grains.PaymentActor:5:1;
6,11/09/2023 14:56:40,7160:Rustic Concrete Fish:1:4375:1:0; 2120:Sleek Granite Shoes:1:9163:4:0; 5525:Sleek Metal Shoes:1:6841:4:0; 6717:Handcrafted Steel Ball:7:6597:2:0; 6421:Ergonomic Steel Car:3:1382:0:0; 5091:Licensed Soft Shirt:4:7624:4:0; 7972:Sleek Steel Pants:2:9087:1:0; 1491:Ergonomic Steel Hat:6:2217:1:0; 1951:Practical Metal Soap:4:7060:2:0; 6659:Rustic Concrete Computer:7:5340:4:0; 3702:Fantastic Plastic Pizza:1:996:2:0; 3646:Handmade Plastic Shoes:5:1307:5:0; 3794:Tasty Steel Computer:10:8790:1:0; 7570:Awesome Soft Ball:3:1548:4:0; 4239:Refined Wooden Hat:6:3509:0:0; 6816:Ergonomic Steel Salad:4:1784:0:0; 2358:Incredible Plastic Sausages:5:2277:1:0; 7601:Tasty Rubber Sausages:2:3715:3:0; 6538:Small Steel Tuna:2:2472:3:0; 4822:Practical Concrete Towels:4:1817:1:0;,6,Renee,Anderson,62499 Cletus River,Savings Account,27-05-2024,Michael Goyette,6599-4856-4915-2698,308,East Halliehaven,0,Yemen,CREDIT_CARD,Nebraska,62622,Marketplace.Grains.StockActor:56:3;Marketplace.Grains.StockActor:8:3;Marketplace.Grains.StockActor:21:6;Marketplace.Grains.StockActor:61:3;Marketplace.Grains.StockActor:35:3;Marketplace.Grains.StockActor:36:3;Marketplace.Grains.StockActor:19:3;Marketplace.Grains.StockActor:31:3;Marketplace.Grains.StockActor:3:3;Marketplace.Grains.StockActor:54:6;Marketplace.Grains.StockActor:62:3;Marketplace.Grains.StockActor:18:6;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:32:3;Marketplace.Grains.StockActor:49:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.StockActor:22:3;Marketplace.Grains.OrderActor:6:2;Marketplace.Grains.PaymentActor:6:1;
7,11/09/2023 14:56:40,2388:Refined Rubber Shirt:5:1764:4:0; 8187:Ergonomic Metal Chicken:7:7911:1:0; 1022:Refined Wooden Bike:7:7716:0:0; 9889:Rustic Frozen Car:6:7613:0:0; 4621:Unbranded Wooden Fish:4:182:1:0; 8529:Tasty Steel Hat:10:3288:0:0; 8590:Awesome Rubber Bacon:10:8410:3:0; 2498:Awesome Plastic Car:5:6472:5:0; 3902:Tasty Granite Chair:4:2245:4:0; 9992:Refined Cotton Gloves:1:9371:3:0; 9810:Tasty Frozen Keyboard:6:8669:0:0; 1614:Sleek Plastic Table:9:3910:1:0; 743:Handmade Plastic Chicken:6:9409:1:0; 5487:Sleek Soft Tuna:1:3272:2:0; 5838:Rustic Concrete Sausages:8:2644:2:0; 9662:Small Concrete Ball:7:501:4:0; 3223:Handmade Rubber Hat:3:7441:0:0; 8017:Intelligent Steel Chicken:10:1831:4:0; 7979:Fantastic Plastic Sausages:9:6511:0:0; 1993:Fantastic Wooden Pants:2:7164:2:0;,7,Myrna,Spencer,1671 Amelie Keys,Savings Account,01-10-2024,Rusty Hauck,6771-8977-1954-8714,214,East Jameyville,0,Seychelles,CREDIT_CARD,Iowa,23730-8014,Marketplace.Grains.StockActor:20:3;Marketplace.Grains.StockActor:59:3;Marketplace.Grains.StockActor:62:9;Marketplace.Grains.StockActor:33:3;Marketplace.Grains.StockActor:13:3;Marketplace.Grains.StockActor:17:6;Marketplace.Grains.StockActor:14:9;Marketplace.Grains.StockActor:2:3;Marketplace.Grains.StockActor:8:3;Marketplace.Grains.StockActor:18:3;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:47:3;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:43:3;Marketplace.Grains.StockActor:9:3;Marketplace.Grains.OrderActor:7:2;Marketplace.Grains.PaymentActor:7:1;
8,11/09/2023 14:56:40,1770:Gorgeous Plastic Table:4:9933:3:0; 231:Handcrafted Frozen Hat:4:7647:1:0; 5164:Rustic Rubber Sausages:1:4768:4:0; 6628:Handmade Fresh Table:10:8055:5:0; 4926:Handcrafted Cotton Gloves:9:819:4:0; 8210:Sleek Frozen Car:10:6940:0:0; 2858:Rustic Plastic Mouse:8:9030:5:0; 6464:Rustic Granite Towels:2:1096:1:0; 5079:Incredible Wooden Sausages:5:8206:0:0; 1365:Awesome Wooden Soap:8:9589:2:0; 2383:Incredible Steel Tuna:5:7869:2:0; 8004:Generic Rubber Chair:7:665:1:0; 1852:Sleek Cotton Bike:7:2845:5:0; 236:Tasty Frozen Fish:7:6714:3:0; 432:Small Frozen Pizza:9:5794:0:0; 8972:Refined Wooden Pizza:10:7348:4:0; 1098:Licensed Soft Fish:8:4434:5:0; 5636:Handcrafted Cotton Soap:3:6200:3:0; 2095:Awesome Cotton Fish:4:6400:0:0; 7892:Sleek Metal Bike:2:3304:1:0;,8,Larue,Swift,241 Julia Burg,Auto Loan Account,31-03-2024,Arvilla Spinka,5580-6718-2043-9920,404,Nienowchester,0,Argentina,CREDIT_CARD,Oregon,08617,Marketplace.Grains.StockActor:42:6;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:44:6;Marketplace.Grains.StockActor:36:3;Marketplace.Grains.StockActor:62:3;Marketplace.Grains.StockActor:18:3;Marketplace.Grains.StockActor:0:3;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:4:6;Marketplace.Grains.StockActor:60:3;Marketplace.Grains.StockActor:48:3;Marketplace.Grains.StockActor:12:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.StockActor:47:3;Marketplace.Grains.StockActor:20:3;Marketplace.Grains.OrderActor:8:2;Marketplace.Grains.PaymentActor:8:1;
9,11/09/2023 14:56:40,6500:Generic Steel Gloves:6:4967:2:0; 5473:Small Cotton Fish:10:8053:0:0; 7588:Practical Fresh Pizza:3:5280:4:0; 1959:Intelligent Soft Chair:10:8578:4:0; 6849:Unbranded Metal Mouse:1:5619:3:0; 2088:Gorgeous Plastic Car:6:6976:0:0; 2903:Small Plastic Gloves:4:6246:2:0; 8307:Gorgeous Rubber Hat:9:4640:4:0; 1732:Intelligent Steel Pants:2:1505:1:0; 4577:Small Rubber Cheese:10:8496:2:0; 3593:Small Frozen Table:3:7747:2:0; 4341:Incredible Granite Hat:8:1705:2:0; 9621:Generic Metal Gloves:8:1270:5:0; 4544:Practical Metal Mouse:9:1829:0:0; 3051:Practical Concrete Towels:8:2728:3:0; 2156:Tasty Wooden Shirt:3:4938:4:0; 3023:Handcrafted Rubber Hat:1:2331:3:0; 4394:Generic Wooden Towels:6:5515:0:0; 4963:Incredible Plastic Salad:3:1334:5:0; 6410:Handcrafted Steel Cheese:5:6502:4:0;,9,Tia,Reichel,52744 Lily Mountains,Savings Account,05-07-2024,Amy Dare,3528-8251-6485-5246,342,Port Arnoldport,0,Papua New Guinea,CREDIT_CARD,Nevada,19447-4232,Marketplace.Grains.StockActor:36:6;Marketplace.Grains.StockActor:33:6;Marketplace.Grains.StockActor:39:3;Marketplace.Grains.StockActor:1:3;Marketplace.Grains.StockActor:40:3;Marketplace.Grains.StockActor:23:3;Marketplace.Grains.StockActor:51:3;Marketplace.Grains.StockActor:4:3;Marketplace.Grains.StockActor:9:3;Marketplace.Grains.StockActor:53:3;Marketplace.Grains.StockActor:21:3;Marketplace.Grains.StockActor:0:3;Marketplace.Grains.StockActor:43:3;Marketplace.Grains.StockActor:44:3;Marketplace.Grains.StockActor:15:3;Marketplace.Grains.StockActor:42:3;Marketplace.Grains.StockActor:35:3;Marketplace.Grains.StockActor:10:3;Marketplace.Grains.OrderActor:9:2;Marketplace.Grains.PaymentActor:9:1;
