OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
15000,11/09/2023 00:51:10,5821:Sleek Granite Pizza:2:9913:2:0;,15000,Kade,Cummerata,664 Dooley Meadows,Credit Card Account,19.08.2024,Gaston O'Reilly,3017-630691-9541,582,East Brittanyborough,0,Armenia,CREDIT_CARD,Colorado,07923-9605,Marketplace.Grains.Extended.OrderActorExt:24:2;Marketplace.Grains.Extended.PaymentActorExt:24:1;Marketplace.Grains.Extended.StockActorExt:61:3;
15001,11/09/2023 00:51:10,6558:Sleek Rubber Table:8:2479:1:0;,15001,Hulda,O'Kon,692 Lauriane Squares,Savings Account,14.05.2024,Jewel Kreiger,3716-118567-39847,225,Port Hudsonburgh,0,Micronesia,CREDIT_CARD,Maine,17290,Marketplace.Grains.Extended.OrderActorExt:25:2;Marketplace.Grains.Extended.PaymentActorExt:25:1;Marketplace.Grains.Extended.StockActorExt:30:3;
15002,11/09/2023 00:51:10,4390:Tasty Fresh Bacon:2:2362:1:0;,15002,Mohamed,Stoltenberg,474 Elissa Junctions,Personal Loan Account,11.01.2024,Hailey Abernathy,3011-300031-9801,977,Port Elinore,0,Heard Island and McDonald Islands,CREDIT_CARD,Nebraska,35713-9114,Marketplace.Grains.Extended.OrderActorExt:26:2;Marketplace.Grains.Extended.PaymentActorExt:26:1;Marketplace.Grains.Extended.StockActorExt:38:3;
15003,11/09/2023 00:51:10,9317:Handmade Fresh Sausages:9:6287:0:0;,15003,Mitchel,Ankunding,1256 Oscar Track,Investment Account,29.11.2023,Mallory Cronin,6011-3770-1494-8570,828,New Alize,0,Luxembourg,CREDIT_CARD,Kentucky,88303-2665,Marketplace.Grains.Extended.OrderActorExt:27:2;Marketplace.Grains.Extended.PaymentActorExt:27:1;Marketplace.Grains.Extended.StockActorExt:37:3;
15004,11/09/2023 00:51:10,5248:Rustic Granite Cheese:6:109:2:0;,15004,Osborne,Feest,9749 Quitzon Mountain,Savings Account,15.08.2024,Rosie Roberts,3528-0458-2523-3093,239,Lake Madisynfurt,0,Guam,CREDIT_CARD,Mississippi,85736-9599,Marketplace.Grains.Extended.OrderActorExt:28:2;Marketplace.Grains.Extended.PaymentActorExt:28:1;Marketplace.Grains.Extended.StockActorExt:0:3;
15005,11/09/2023 00:51:10,8579:Generic Wooden Pants:3:1603:3:0;,15005,Joelle,Rau,11390 Hettinger Flat,Checking Account,08.10.2024,Justine Spinka,3528-7413-5186-4661,128,East Julianneport,0,Denmark,CREDIT_CARD,Indiana,45866,Marketplace.Grains.Extended.OrderActorExt:29:2;Marketplace.Grains.Extended.PaymentActorExt:29:1;Marketplace.Grains.Extended.StockActorExt:3:3;
15006,11/09/2023 00:51:10,2020:Ergonomic Cotton Mouse:4:6311:5:0;,15006,Tommie,White,7725 Joel Summit,Checking Account,24.12.2023,Marta Bednar,6771-8953-8670-3166,290,South Danashire,0,Brunei Darussalam,CREDIT_CARD,California,55599,Marketplace.Grains.Extended.OrderActorExt:30:2;Marketplace.Grains.Extended.PaymentActorExt:30:1;Marketplace.Grains.Extended.StockActorExt:36:3;
15007,11/09/2023 00:51:10,7445:Rustic Cotton Shoes:8:779:3:0;,15007,Xzavier,Crooks,6961 Micah Fords,Home Loan Account,28.10.2024,Ernestine Hudson,6759-2420-0537-8730,471,Port Lacy,0,Iceland,CREDIT_CARD,South Dakota,22631,Marketplace.Grains.Extended.OrderActorExt:31:2;Marketplace.Grains.Extended.PaymentActorExt:31:1;Marketplace.Grains.Extended.StockActorExt:21:3;
15008,11/09/2023 00:51:10,6055:Refined Soft Tuna:5:8262:2:0;,15008,Kaylie,Bayer,440 Roob Bypass,Money Market Account,12.11.2023,Meaghan Hickle,6463-8090-8373-7305,863,Port Cornell,0,Grenada,CREDIT_CARD,Wyoming,54664,Marketplace.Grains.Extended.OrderActorExt:32:2;Marketplace.Grains.Extended.PaymentActorExt:32:1;Marketplace.Grains.Extended.StockActorExt:39:3;
15009,11/09/2023 00:51:10,5706:Tasty Granite Chair:2:1338:4:0;,15009,Jerad,Weissnat,6525 Jayson Vista,Investment Account,09.06.2024,Mittie Ernser,6382-9659-3924-2367,142,Olsonbury,0,Oman,CREDIT_CARD,Missouri,36263-2757,Marketplace.Grains.Extended.OrderActorExt:33:2;Marketplace.Grains.Extended.PaymentActorExt:33:1;Marketplace.Grains.Extended.StockActorExt:10:3;
15010,11/09/2023 00:51:10,4271:Small Steel Table:2:2947:4:0;,15010,Adolfo,Kuhlman,717 Beahan Estates,Credit Card Account,03.07.2024,Berniece Koss,3528-1917-4420-5547,874,Port Leonardo,0,Sao Tome and Principe,CREDIT_CARD,South Dakota,03045,Marketplace.Grains.Extended.OrderActorExt:34:2;Marketplace.Grains.Extended.PaymentActorExt:34:1;Marketplace.Grains.Extended.StockActorExt:47:3;
15011,11/09/2023 00:51:10,1338:Intelligent Plastic Car:3:8377:0:0;,15011,Rachelle,Cummerata,403 Sedrick Inlet,Personal Loan Account,17.11.2023,Emily Barrows,6771666224551588313,266,Kayastad,0,Moldova,CREDIT_CARD,Virginia,62268-6044,Marketplace.Grains.Extended.OrderActorExt:35:2;Marketplace.Grains.Extended.PaymentActorExt:35:1;Marketplace.Grains.Extended.StockActorExt:58:3;
15012,11/09/2023 00:51:10,8494:Small Granite Fish:9:258:4:0;,15012,Lilly,Spinka,7761 Steuber Square,Savings Account,12.10.2024,River Kovacek,5460-5222-6746-2047,198,East Tiachester,0,Bhutan,CREDIT_CARD,Utah,62376,Marketplace.Grains.Extended.OrderActorExt:36:2;Marketplace.Grains.Extended.PaymentActorExt:36:1;Marketplace.Grains.Extended.StockActorExt:46:3;
15013,11/09/2023 00:51:10,1083:Fantastic Concrete Keyboard:7:4696:4:0;,15013,Tierra,Moen,1320 Alejandrin Unions,Investment Account,12.02.2024,Michael Rogahn,6011-8223-7555-5126,654,Cliffordmouth,0,Lesotho,CREDIT_CARD,Connecticut,03883-1178,Marketplace.Grains.Extended.OrderActorExt:37:2;Marketplace.Grains.Extended.PaymentActorExt:37:1;Marketplace.Grains.Extended.StockActorExt:59:3;
15014,11/09/2023 00:51:10,6725:Generic Cotton Shirt:8:5335:5:0;,15014,Mark,Renner,0263 Hamill Spring,Savings Account,07.03.2024,Elton Kshlerin,6709112711884118,037,North Dellberg,0,Iraq,CREDIT_CARD,California,14162,Marketplace.Grains.Extended.OrderActorExt:38:2;Marketplace.Grains.Extended.PaymentActorExt:38:1;Marketplace.Grains.Extended.StockActorExt:5:3;
15015,11/09/2023 00:51:10,8232:Tasty Wooden Bacon:2:8283:0:0;,15015,Archibald,Ondricka,548 Donnelly Mountain,Checking Account,17.07.2024,Donnie Friesen,5490-1774-1867-0685,442,West Wyattville,0,Burundi,CREDIT_CARD,Massachusetts,07908,Marketplace.Grains.Extended.OrderActorExt:39:2;Marketplace.Grains.Extended.PaymentActorExt:39:1;Marketplace.Grains.Extended.StockActorExt:40:3;
15016,11/09/2023 00:51:10,9308:Fantastic Rubber Gloves:6:6023:4:0;,15016,Vernice,Berge,0187 Aniya Mount,Credit Card Account,15.02.2024,Elwin Senger,3528-5900-4586-0662,493,Hirthestad,0,Netherlands,CREDIT_CARD,Mississippi,66490-0791,Marketplace.Grains.Extended.OrderActorExt:40:2;Marketplace.Grains.Extended.PaymentActorExt:40:1;Marketplace.Grains.Extended.StockActorExt:28:3;
15017,11/09/2023 00:51:10,2191:Ergonomic Cotton Pizza:6:9009:4:0;,15017,Deron,Marvin,50663 Heather Heights,Credit Card Account,25.12.2023,Gabe Medhurst,6011-6229-8606-3131-3049,725,North Luzbury,0,Antigua and Barbuda,CREDIT_CARD,Maine,89675,Marketplace.Grains.Extended.OrderActorExt:41:2;Marketplace.Grains.Extended.PaymentActorExt:41:1;Marketplace.Grains.Extended.StockActorExt:15:3;
15018,11/09/2023 00:51:10,7633:Handmade Metal Chips:4:5605:2:0;,15018,Phyllis,Murphy,267 Yolanda Alley,Personal Loan Account,30.04.2024,Domingo Miller,5018-9793-7191-8057,895,McCluremouth,0,"Virgin Islands, British",CREDIT_CARD,New Hampshire,04343-5465,Marketplace.Grains.Extended.OrderActorExt:42:2;Marketplace.Grains.Extended.PaymentActorExt:42:1;Marketplace.Grains.Extended.StockActorExt:17:3;
15019,11/09/2023 00:51:10,1028:Small Fresh Chicken:5:9533:0:0;,15019,Joseph,Turner,70150 Fahey Hill,Money Market Account,27.12.2023,Braeden Brown,4246342122624,526,West Maiaside,0,Italy,CREDIT_CARD,Pennsylvania,85225,Marketplace.Grains.Extended.OrderActorExt:43:2;Marketplace.Grains.Extended.PaymentActorExt:43:1;Marketplace.Grains.Extended.StockActorExt:4:3;
15020,11/09/2023 00:51:10,8559:Unbranded Fresh Shoes:7:9320:3:0;,15020,Isabell,Moen,9947 Josefa Ports,Personal Loan Account,12.05.2024,Dena Kautzer,6771-8944-8088-4527,092,Lake Cindychester,0,Guinea,CREDIT_CARD,Louisiana,46799,Marketplace.Grains.Extended.OrderActorExt:44:2;Marketplace.Grains.Extended.PaymentActorExt:44:1;Marketplace.Grains.Extended.StockActorExt:47:3;
15021,11/09/2023 00:51:10,1065:Handcrafted Soft Pizza:8:4924:4:0;,15021,Sonya,Bosco,954 Wolff Trafficway,Credit Card Account,15.11.2023,Javonte Orn,6759-1898-2116-3368-67,668,New Marilou,0,Yemen,CREDIT_CARD,Mississippi,20811-8832,Marketplace.Grains.Extended.OrderActorExt:45:2;Marketplace.Grains.Extended.PaymentActorExt:45:1;Marketplace.Grains.Extended.StockActorExt:41:3;
15022,11/09/2023 00:51:10,6241:Sleek Rubber Tuna:2:18:3:0;,15022,Jess,Ryan,96942 Braun Highway,Credit Card Account,13.03.2024,Ettie Schumm,5020-0673-2835-5403,738,Aimeeton,0,Guatemala,CREDIT_CARD,Minnesota,66604,Marketplace.Grains.Extended.OrderActorExt:46:2;Marketplace.Grains.Extended.PaymentActorExt:46:1;Marketplace.Grains.Extended.StockActorExt:33:3;
15023,11/09/2023 00:51:10,2866:Handcrafted Wooden Chips:4:6394:1:0;,15023,Vilma,Gerhold,347 Destini Lakes,Personal Loan Account,01.07.2024,Americo Ward,5018-0798-0337-1890,146,Anastasiahaven,0,Burundi,CREDIT_CARD,California,37094-4663,Marketplace.Grains.Extended.OrderActorExt:47:2;Marketplace.Grains.Extended.PaymentActorExt:47:1;Marketplace.Grains.Extended.StockActorExt:50:3;
15024,11/09/2023 00:51:10,1201:Tasty Steel Salad:9:7840:5:0;,15024,Nya,Funk,94113 Monica Spur,Personal Loan Account,08.10.2024,Violet King,4216760347821,134,Petermouth,0,Barbados,CREDIT_CARD,Florida,96219-3216,Marketplace.Grains.Extended.OrderActorExt:48:2;Marketplace.Grains.Extended.PaymentActorExt:48:1;Marketplace.Grains.Extended.StockActorExt:49:3;
15025,11/09/2023 00:51:10,9908:Tasty Rubber Towels:3:6393:2:0;,15025,Wellington,D'Amore,449 Deja Squares,Savings Account,25.03.2024,Coralie Davis,4567-6020-1272-0694,388,Carterport,0,Nepal,CREDIT_CARD,New Hampshire,20868,Marketplace.Grains.Extended.OrderActorExt:49:2;Marketplace.Grains.Extended.PaymentActorExt:49:1;Marketplace.Grains.Extended.StockActorExt:52:3;
15026,11/09/2023 00:51:10,8275:Awesome Plastic Keyboard:5:3577:1:0;,15026,Harmony,Johns,08748 Sabrina Avenue,Money Market Account,06.09.2024,Devon Bins,6378-8671-7577-0927,517,Ferrychester,0,Reunion,CREDIT_CARD,Florida,57327-8689,Marketplace.Grains.Extended.OrderActorExt:50:2;Marketplace.Grains.Extended.PaymentActorExt:50:1;Marketplace.Grains.Extended.StockActorExt:19:3;
15027,11/09/2023 00:51:10,3832:Practical Fresh Cheese:7:3346:3:0;,15027,Koby,Crona,08223 Patrick Terrace,Checking Account,17.06.2024,Roslyn Skiles,5461-5377-4118-0279,631,Pouroshaven,0,Algeria,CREDIT_CARD,Pennsylvania,49995-8851,Marketplace.Grains.Extended.OrderActorExt:51:2;Marketplace.Grains.Extended.PaymentActorExt:51:1;Marketplace.Grains.Extended.StockActorExt:56:3;
15028,11/09/2023 00:51:10,316:Awesome Metal Pizza:8:2412:5:0;,15028,Tressie,Paucek,49372 Jerde Prairie,Money Market Account,30.07.2024,Caleigh Kunde,3408-791228-00705,815,Christopherfort,0,Cape Verde,CREDIT_CARD,Kentucky,22195,Marketplace.Grains.Extended.OrderActorExt:52:2;Marketplace.Grains.Extended.PaymentActorExt:52:1;Marketplace.Grains.Extended.StockActorExt:60:3;
15029,11/09/2023 00:51:10,9000:Fantastic Frozen Bacon:7:9310:5:0;,15029,Demetrius,Carroll,550 Tremblay Locks,Money Market Account,09.11.2024,Oliver Thompson,6771-8953-4202-4673,984,Weimannburgh,0,Latvia,CREDIT_CARD,Florida,48365,Marketplace.Grains.Extended.OrderActorExt:53:2;Marketplace.Grains.Extended.PaymentActorExt:53:1;Marketplace.Grains.Extended.StockActorExt:40:3;
15030,11/09/2023 00:51:10,5960:Awesome Metal Car:1:3766:4:0;,15030,Geovanny,Collier,5083 Senger Ports,Savings Account,01.08.2024,Irving Powlowski,6767-0505-6173-7185,990,Beahanchester,0,Suriname,CREDIT_CARD,Louisiana,73012-7464,Marketplace.Grains.Extended.OrderActorExt:54:2;Marketplace.Grains.Extended.PaymentActorExt:54:1;Marketplace.Grains.Extended.StockActorExt:8:3;
15031,11/09/2023 00:51:10,1900:Fantastic Fresh Bacon:5:1878:3:0;,15031,Gerald,Koepp,863 Bartell Pine,Money Market Account,28.02.2024,Zoe Armstrong,6709591279323371,750,Ernserfurt,0,Democratic People's Republic of Korea,CREDIT_CARD,Delaware,04607-2805,Marketplace.Grains.Extended.OrderActorExt:55:2;Marketplace.Grains.Extended.PaymentActorExt:55:1;Marketplace.Grains.Extended.StockActorExt:44:3;
15032,11/09/2023 00:51:10,5497:Ergonomic Frozen Sausages:8:8299:2:0;,15032,Ila,Gaylord,495 Daugherty Turnpike,Auto Loan Account,03.01.2024,Assunta Bahringer,6771-8989-8878-8429,630,South Felicityville,0,Ireland,CREDIT_CARD,Kansas,82973,Marketplace.Grains.Extended.OrderActorExt:56:2;Marketplace.Grains.Extended.PaymentActorExt:56:1;Marketplace.Grains.Extended.StockActorExt:57:3;
15033,11/09/2023 00:51:10,8191:Handcrafted Frozen Chicken:8:7819:2:0;,15033,Johnathan,Collins,036 Hegmann Grove,Savings Account,08.07.2024,Hillard Labadie,6447-6278-8607-5165-3368,029,Verlaburgh,0,Finland,CREDIT_CARD,Maine,99571-8498,Marketplace.Grains.Extended.OrderActorExt:57:2;Marketplace.Grains.Extended.PaymentActorExt:57:1;Marketplace.Grains.Extended.StockActorExt:63:3;
15034,11/09/2023 00:51:10,5181:Rustic Cotton Chicken:9:5956:5:0;,15034,Lupe,Stark,182 Cassin Forge,Auto Loan Account,01.04.2024,Bette Schroeder,3665-398448-8670,464,West Eddside,0,Norway,CREDIT_CARD,Colorado,58657,Marketplace.Grains.Extended.OrderActorExt:58:2;Marketplace.Grains.Extended.PaymentActorExt:58:1;Marketplace.Grains.Extended.StockActorExt:61:3;
15035,11/09/2023 00:51:10,5501:Intelligent Fresh Table:5:4027:1:0;,15035,Shanon,Rogahn,267 Gage Divide,Checking Account,28.07.2024,Jewel Cremin,6482-2865-6397-0986,113,Friesenberg,0,Madagascar,CREDIT_CARD,California,93182,Marketplace.Grains.Extended.OrderActorExt:59:2;Marketplace.Grains.Extended.PaymentActorExt:59:1;Marketplace.Grains.Extended.StockActorExt:61:3;
15036,11/09/2023 00:51:10,9191:Unbranded Cotton Pants:9:5979:3:0;,15036,Ophelia,Ratke,44788 Marvin Mills,Credit Card Account,03.09.2024,Berry Kerluke,6011-6247-3034-2703-0897,660,Hansenburgh,0,Haiti,CREDIT_CARD,Maryland,37063-9742,Marketplace.Grains.Extended.OrderActorExt:60:2;Marketplace.Grains.Extended.PaymentActorExt:60:1;Marketplace.Grains.Extended.StockActorExt:39:3;
15037,11/09/2023 00:51:10,2478:Ergonomic Metal Tuna:2:316:5:0;,15037,Delilah,Hyatt,0063 Trantow Oval,Savings Account,24.01.2024,Chesley Feeney,6304-1996-9643-9447,005,Colefort,0,Costa Rica,CREDIT_CARD,Arkansas,51010-6064,Marketplace.Grains.Extended.OrderActorExt:61:2;Marketplace.Grains.Extended.PaymentActorExt:61:1;Marketplace.Grains.Extended.StockActorExt:46:3;
15038,11/09/2023 00:51:10,9856:Practical Wooden Fish:4:6626:2:0;,15038,Clementine,Nader,805 Trycia Views,Credit Card Account,08.03.2024,Ken Rice,3624-515224-7168,978,Tommiehaven,0,Saint Lucia,CREDIT_CARD,Oklahoma,00965,Marketplace.Grains.Extended.OrderActorExt:62:2;Marketplace.Grains.Extended.PaymentActorExt:62:1;Marketplace.Grains.Extended.StockActorExt:0:3;
15039,11/09/2023 00:51:10,5649:Awesome Frozen Chair:7:4507:0:0;,15039,Andreane,Berge,67906 Gottlieb Ramp,Credit Card Account,08.06.2024,Olin Cruickshank,6304794198251470,516,East Genoveva,0,French Guiana,CREDIT_CARD,West Virginia,41735-4718,Marketplace.Grains.Extended.OrderActorExt:63:2;Marketplace.Grains.Extended.PaymentActorExt:63:1;Marketplace.Grains.Extended.StockActorExt:17:3;
15040,11/09/2023 00:51:10,591:Rustic Metal Shirt:9:6998:4:0;,15040,Maya,Boyer,57736 Miller Row,Investment Account,18.06.2024,Millie Nitzsche,5020-8987-2376-7747,301,East Pearlview,0,Palestinian Territory,CREDIT_CARD,Massachusetts,52674-6637,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:15:3;
15041,11/09/2023 00:51:10,2078:Ergonomic Steel Towels:4:7831:3:0;,15041,Titus,Lakin,2603 Reinger Branch,Money Market Account,20.07.2024,Craig Graham,6304477538925199,081,Ivyland,0,Singapore,CREDIT_CARD,Colorado,56427,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:30:3;
15042,11/09/2023 00:51:10,1626:Sleek Wooden Ball:8:5714:4:0;,15042,Ramona,Fritsch,047 Winston Falls,Credit Card Account,14.07.2024,Pearl Ward,3537-0806-8780-5018,532,Quitzonport,0,South Georgia and the South Sandwich Islands,CREDIT_CARD,New York,16770-1524,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:26:3;
15043,11/09/2023 00:51:10,6567:Small Granite Gloves:5:4009:2:0;,15043,Kirsten,Hintz,0355 Greenholt Throughway,Auto Loan Account,23.10.2024,Ephraim Huels,5291-7527-3754-6104,885,Kovacekberg,0,Malaysia,CREDIT_CARD,Tennessee,65036-2801,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:39:3;
15044,11/09/2023 00:51:10,9342:Rustic Granite Chips:10:6376:0:0;,15044,Tremaine,Klocko,2198 Jose Views,Savings Account,24.04.2024,Mckayla Von,6380-6120-9743-2842,515,Littelville,0,Cocos (Keeling) Islands,CREDIT_CARD,South Carolina,83198,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:62:3;
15045,11/09/2023 00:51:10,1218:Unbranded Metal Keyboard:4:5110:3:0;,15045,Martine,Jast,6729 Schuster Circle,Savings Account,19.02.2024,Raven Kilback,6377-9461-9994-5284,674,Uptonfort,0,Cambodia,CREDIT_CARD,New Mexico,36786,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:2:3;
15046,11/09/2023 00:51:10,1861:Awesome Metal Mouse:7:4821:1:0;,15046,Edmond,Ratke,171 Evangeline Drives,Money Market Account,21.07.2024,Favian Prosacco,6767-5818-3451-8748-74,201,West Wilmermouth,0,Czech Republic,CREDIT_CARD,California,67299,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:5:3;
15047,11/09/2023 00:51:10,2876:Fantastic Concrete Tuna:10:6807:0:0;,15047,Albertha,Nitzsche,9511 Lockman Stream,Home Loan Account,06.11.2024,Leopold Grant,6759-4489-5378-1131-094,073,North Theresamouth,0,Gibraltar,CREDIT_CARD,Florida,57544,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:60:3;
