OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
1000,11/09/2023 00:50:31,826:Refined Plastic Shoes:3:4220:5:0;,1000,Rhea,Bechtelar,3829 Harber Mountain,Checking Account,07.12.2023,Delmer Kassulke,5893273601257657245,787,South Skylaport,0,Rwanda,CREDIT_CARD,New York,16021,Marketplace.Grains.Extended.OrderActorExt:40:2;Marketplace.Grains.Extended.PaymentActorExt:40:1;Marketplace.Grains.Extended.StockActorExt:58:3;
1001,11/09/2023 00:50:31,5415:Generic Steel Sausages:3:2635:3:0;,1001,Mervin,Kuphal,80839 Beverly Squares,Credit Card Account,09.11.2024,Logan Hammes,3012-631269-5346,406,Vidamouth,0,Eritrea,CREDIT_CARD,New Hampshire,39353-6341,Marketplace.Grains.Extended.OrderActorExt:41:2;Marketplace.Grains.Extended.PaymentActorExt:41:1;Marketplace.Grains.Extended.StockActorExt:39:3;
1002,11/09/2023 00:50:31,1096:Practical Frozen Shirt:7:8536:2:0;,1002,Nelson,Wehner,0792 Zena Junction,Credit Card Account,19.07.2024,Orlando Purdy,5018459556213131901,552,South Gretchen,0,Thailand,CREDIT_CARD,Pennsylvania,55994-6560,Marketplace.Grains.Extended.OrderActorExt:42:2;Marketplace.Grains.Extended.PaymentActorExt:42:1;Marketplace.Grains.Extended.StockActorExt:8:3;
1003,11/09/2023 00:50:31,3304:Ergonomic Frozen Chips:2:6017:4:0;,1003,Randi,Gutmann,2186 Dolores Run,Money Market Account,12.09.2024,Chaz Schuster,6011-6248-5024-3162-1299,354,Prestontown,0,Saint Kitts and Nevis,CREDIT_CARD,Oregon,67949-5320,Marketplace.Grains.Extended.OrderActorExt:43:2;Marketplace.Grains.Extended.PaymentActorExt:43:1;Marketplace.Grains.Extended.StockActorExt:40:3;
1004,11/09/2023 00:50:31,499:Intelligent Soft Bike:5:1878:1:0;,1004,Vernie,Corkery,99467 Bernier Plaza,Auto Loan Account,09.04.2024,Sandrine Schaden,5018301353002807598,690,Bartellberg,0,Angola,CREDIT_CARD,South Carolina,92339-2379,Marketplace.Grains.Extended.OrderActorExt:44:2;Marketplace.Grains.Extended.PaymentActorExt:44:1;Marketplace.Grains.Extended.StockActorExt:51:3;
1005,11/09/2023 00:50:31,346:Fantastic Plastic Chips:4:6402:4:0;,1005,Shanna,Reinger,366 Mozelle Turnpike,Auto Loan Account,22.03.2024,Chloe Raynor,3530-3863-7928-9255,302,West Justinafort,0,Burkina Faso,CREDIT_CARD,Idaho,96624-2090,Marketplace.Grains.Extended.OrderActorExt:45:2;Marketplace.Grains.Extended.PaymentActorExt:45:1;Marketplace.Grains.Extended.StockActorExt:26:3;
1006,11/09/2023 00:50:31,4144:Handcrafted Plastic Salad:7:1056:3:0;,1006,Tianna,Wisoky,75697 Ethan Field,Auto Loan Account,25.09.2024,Libbie Halvorson,3529-5795-0596-8643,354,Stokesview,0,Thailand,CREDIT_CARD,California,16801,Marketplace.Grains.Extended.OrderActorExt:46:2;Marketplace.Grains.Extended.PaymentActorExt:46:1;Marketplace.Grains.Extended.StockActorExt:48:3;
1007,11/09/2023 00:50:31,79:Handcrafted Plastic Salad:7:8547:1:0;,1007,Jasen,Kiehn,466 Farrell Run,Investment Account,27.10.2024,Marta Lowe,3586-3749-1299-2562,779,Lake Mona,0,Lesotho,CREDIT_CARD,New Jersey,82817-1263,Marketplace.Grains.Extended.OrderActorExt:47:2;Marketplace.Grains.Extended.PaymentActorExt:47:1;Marketplace.Grains.Extended.StockActorExt:15:3;
1008,11/09/2023 00:50:31,3408:Incredible Frozen Salad:3:3729:2:0;,1008,Luella,Stiedemann,9270 Fahey Haven,Auto Loan Account,24.08.2024,Melyna Jacobi,6304650842327498,018,Gerhardside,0,Uzbekistan,CREDIT_CARD,California,50022,Marketplace.Grains.Extended.OrderActorExt:48:2;Marketplace.Grains.Extended.PaymentActorExt:48:1;Marketplace.Grains.Extended.StockActorExt:16:3;
1009,11/09/2023 00:50:31,223:Practical Fresh Shirt:2:5402:1:0;,1009,Ahmed,Murray,1003 Bayer Knolls,Investment Account,29.03.2024,Eva Barrows,3723-119993-18760,323,North Annalisemouth,0,Mali,CREDIT_CARD,Utah,29671-7774,Marketplace.Grains.Extended.OrderActorExt:49:2;Marketplace.Grains.Extended.PaymentActorExt:49:1;Marketplace.Grains.Extended.StockActorExt:31:3;
1010,11/09/2023 00:50:31,2223:Rustic Cotton Chair:8:592:2:0;,1010,Bill,Kohler,97818 Marks Estates,Savings Account,04.04.2024,Guillermo Hermann,4921480068082,329,New Sincerebury,0,Pakistan,CREDIT_CARD,North Dakota,80714,Marketplace.Grains.Extended.OrderActorExt:50:2;Marketplace.Grains.Extended.PaymentActorExt:50:1;Marketplace.Grains.Extended.StockActorExt:47:3;
1011,11/09/2023 00:50:31,5194:Small Metal Chair:1:1747:1:0;,1011,Trevion,Rosenbaum,420 Karlie Mission,Credit Card Account,26.09.2024,Porter Durgan,6759-2713-9671-1504-117,389,Deanborough,0,Samoa,CREDIT_CARD,Nebraska,23171,Marketplace.Grains.Extended.OrderActorExt:51:2;Marketplace.Grains.Extended.PaymentActorExt:51:1;Marketplace.Grains.Extended.StockActorExt:10:3;
1012,11/09/2023 00:50:31,8482:Awesome Fresh Gloves:2:7259:3:0;,1012,Kyla,Carter,5380 Cremin Knoll,Savings Account,04.07.2024,Jaron Lynch,6759-3679-4818-3494-70,610,Lake Blakeshire,0,Dominican Republic,CREDIT_CARD,Maryland,40284,Marketplace.Grains.Extended.OrderActorExt:52:2;Marketplace.Grains.Extended.PaymentActorExt:52:1;Marketplace.Grains.Extended.StockActorExt:34:3;
1013,11/09/2023 00:50:31,6209:Fantastic Rubber Towels:6:8518:4:0;,1013,Halie,Torp,2609 Dejah Union,Home Loan Account,08.11.2024,Francisca Bernier,6759-7513-1197-4482-595,928,Lake Olintown,0,Iran,CREDIT_CARD,Idaho,45014,Marketplace.Grains.Extended.OrderActorExt:53:2;Marketplace.Grains.Extended.PaymentActorExt:53:1;Marketplace.Grains.Extended.StockActorExt:1:3;
1014,11/09/2023 00:50:31,6826:Generic Soft Chair:3:1683:3:0;,1014,Dino,Lindgren,54026 Garrison Trail,Savings Account,18.12.2023,Asa Koch,4257138862547,825,West Holden,0,Ghana,CREDIT_CARD,Ohio,40885-9195,Marketplace.Grains.Extended.OrderActorExt:54:2;Marketplace.Grains.Extended.PaymentActorExt:54:1;Marketplace.Grains.Extended.StockActorExt:42:3;
1015,11/09/2023 00:50:31,583:Fantastic Concrete Pants:8:8080:5:0;,1015,Harrison,Barton,90536 Prosacco Throughway,Personal Loan Account,15.01.2024,Tevin Kuvalis,6494-0951-7735-8868,629,Shaynashire,0,Serbia,CREDIT_CARD,Maryland,79388-8067,Marketplace.Grains.Extended.OrderActorExt:55:2;Marketplace.Grains.Extended.PaymentActorExt:55:1;Marketplace.Grains.Extended.StockActorExt:7:3;
1016,11/09/2023 00:50:31,9332:Gorgeous Plastic Chair:2:2436:4:0;,1016,Titus,Hackett,29512 Aliya Harbor,Home Loan Account,17.01.2024,Sandrine Wisozk,3528-1956-1550-9838,571,West Guybury,0,Trinidad and Tobago,CREDIT_CARD,Alabama,19225,Marketplace.Grains.Extended.OrderActorExt:56:2;Marketplace.Grains.Extended.PaymentActorExt:56:1;Marketplace.Grains.Extended.StockActorExt:52:3;
1017,11/09/2023 00:50:31,7083:Ergonomic Rubber Bike:6:83:1:0;,1017,Cassandre,Turner,605 Carrie Crossroad,Checking Account,10.09.2024,Brendon Haag,58936638483996240663,198,Ferrychester,0,Pitcairn Islands,CREDIT_CARD,Missouri,71718-2937,Marketplace.Grains.Extended.OrderActorExt:57:2;Marketplace.Grains.Extended.PaymentActorExt:57:1;Marketplace.Grains.Extended.StockActorExt:43:3;
1018,11/09/2023 00:50:31,1884:Sleek Cotton Bacon:9:2057:5:0;,1018,Alexandre,Ritchie,09205 Olson Field,Investment Account,07.01.2024,Jensen Ward,3408-731582-96144,042,North Verna,0,Montenegro,CREDIT_CARD,New Hampshire,60321-5616,Marketplace.Grains.Extended.OrderActorExt:58:2;Marketplace.Grains.Extended.PaymentActorExt:58:1;Marketplace.Grains.Extended.StockActorExt:28:3;
