OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
13000,11/09/2023 00:51:04,2791:Ergonomic Cotton Cheese:9:4228:2:0;,13000,Lorna,Zulauf,3766 Hagenes Rapid,Investment Account,11.09.2024,Dariana Goldner,6011-6675-7592-5508,986,New Geraldberg,0,Cuba,CREDIT_CARD,Massachusetts,88296-7081,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:39:3;
13001,11/09/2023 00:51:04,5545:Incredible Concrete Gloves:9:2925:4:0;,13001,Asha,Dickinson,995 Joanne Junctions,Investment Account,28.10.2024,Berta Toy,502036567526845095,353,South Zoie,0,Bulgaria,CREDIT_CARD,Missouri,01655,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:41:3;
13002,11/09/2023 00:51:04,7169:Tasty Fresh Soap:9:3965:2:0;,13002,Madelynn,Murray,580 Vickie Knoll,Checking Account,16.11.2023,Nola Conn,6387-6053-5531-3954,092,Port Javonview,0,Australia,CREDIT_CARD,Indiana,59507-4213,Marketplace.Grains.Extended.OrderActorExt:10:2;Marketplace.Grains.Extended.PaymentActorExt:10:1;Marketplace.Grains.Extended.StockActorExt:1:3;
13003,11/09/2023 00:51:04,846:Handmade Steel Keyboard:2:2692:4:0;,13003,Aaron,Okuneva,4520 Thompson Spring,Credit Card Account,04.12.2023,Breanne Funk,6759-4127-0844-8247-234,203,New Rosendoport,0,Israel,CREDIT_CARD,Iowa,41915,Marketplace.Grains.Extended.OrderActorExt:11:2;Marketplace.Grains.Extended.PaymentActorExt:11:1;Marketplace.Grains.Extended.StockActorExt:14:3;
13004,11/09/2023 00:51:04,927:Licensed Plastic Chicken:10:7743:1:0;,13004,Garnet,Kihn,7102 Yundt Summit,Money Market Account,23.08.2024,Milton Mayert,63045477744978450191,114,South Burnice,0,Luxembourg,CREDIT_CARD,Arizona,71792,Marketplace.Grains.Extended.OrderActorExt:12:2;Marketplace.Grains.Extended.PaymentActorExt:12:1;Marketplace.Grains.Extended.StockActorExt:31:3;
13005,11/09/2023 00:51:04,3701:Tasty Soft Shoes:3:1519:1:0;,13005,Clare,Rippin,876 Gibson Green,Savings Account,06.06.2024,Lamont Fritsch,3486-266416-34103,295,Jadynmouth,0,Comoros,CREDIT_CARD,New Jersey,04698-7652,Marketplace.Grains.Extended.OrderActorExt:13:2;Marketplace.Grains.Extended.PaymentActorExt:13:1;Marketplace.Grains.Extended.StockActorExt:53:3;
13006,11/09/2023 00:51:04,442:Handcrafted Cotton Mouse:3:6924:5:0;,13006,Christy,Kshlerin,66132 Dietrich View,Home Loan Account,01.11.2024,Joy Pollich,3529-7641-7657-7911,274,Abshirestad,0,Bhutan,CREDIT_CARD,Nebraska,59783-1919,Marketplace.Grains.Extended.OrderActorExt:14:2;Marketplace.Grains.Extended.PaymentActorExt:14:1;Marketplace.Grains.Extended.StockActorExt:58:3;
13007,11/09/2023 00:51:04,4842:Practical Concrete Table:8:1988:2:0;,13007,Bernardo,Leannon,56317 Marge Branch,Credit Card Account,03.04.2024,Cale Reilly,6759-9561-5387-9949-549,707,Kennethview,0,Trinidad and Tobago,CREDIT_CARD,Nevada,06458-1723,Marketplace.Grains.Extended.OrderActorExt:15:2;Marketplace.Grains.Extended.PaymentActorExt:15:1;Marketplace.Grains.Extended.StockActorExt:42:3;
13008,11/09/2023 00:51:04,6814:Handcrafted Concrete Chicken:6:5674:3:0;,13008,Emelie,Kozey,2695 Harris Shoal,Auto Loan Account,30.03.2024,Cali Stanton,6511-6290-4768-0092-8969,694,Dickensbury,0,Nauru,CREDIT_CARD,Colorado,55093-5159,Marketplace.Grains.Extended.OrderActorExt:16:2;Marketplace.Grains.Extended.PaymentActorExt:16:1;Marketplace.Grains.Extended.StockActorExt:30:3;
13009,11/09/2023 00:51:04,2983:Handcrafted Metal Pizza:10:641:3:0;,13009,Stephon,Herzog,33122 Vida Plain,Credit Card Account,03.08.2024,Xzavier Beahan,4425838798119,844,Rosamondchester,0,New Zealand,CREDIT_CARD,Virginia,48986,Marketplace.Grains.Extended.OrderActorExt:17:2;Marketplace.Grains.Extended.PaymentActorExt:17:1;Marketplace.Grains.Extended.StockActorExt:39:3;
