OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
8000,11/09/2023 00:50:51,8374:Intelligent Frozen Pizza:5:4668:5:0;,8000,Dawn,Mraz,76146 Howe Harbors,Home Loan Account,20.01.2024,Cleora Goyette,5492-9372-2215-9250,592,Linneaborough,0,Czech Republic,CREDIT_CARD,Arizona,02679,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:54:3;
8001,11/09/2023 00:50:51,3609:Small Frozen Computer:5:2578:4:0;,8001,Thea,Boyle,2599 Lizeth Camp,Money Market Account,23.06.2024,Chanelle Metz,6767-7906-9296-9261-17,691,Ovaside,0,Cuba,CREDIT_CARD,Colorado,50905-3858,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:25:3;
8002,11/09/2023 00:50:51,3176:Refined Metal Chips:7:6959:2:0;,8002,Aaliyah,Leannon,19656 Bernice Plains,Savings Account,01.03.2024,Alejandrin Balistreri,3457-649495-84390,811,Lake Amir,0,Austria,CREDIT_CARD,Michigan,18016-3262,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:40:3;
8003,11/09/2023 00:50:51,269:Awesome Concrete Tuna:6:4978:4:0;,8003,Angela,Huels,8492 Denesik Way,Auto Loan Account,04.04.2024,Edd McGlynn,6759-4385-8644-1844,226,Port Melisa,0,Switzerland,CREDIT_CARD,New York,11545,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:13:3;
8004,11/09/2023 00:50:51,6004:Unbranded Concrete Bacon:9:9966:1:0;,8004,Mohammad,Harris,76109 Rocky Via,Home Loan Account,21.11.2023,Manuel Lindgren,6767-3116-7883-9232-29,650,Gerardobury,0,Czech Republic,CREDIT_CARD,West Virginia,22901,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:52:3;
8005,11/09/2023 00:50:51,1371:Fantastic Concrete Hat:7:2095:2:0;,8005,Vicky,Hudson,41876 Ullrich Lock,Savings Account,08.06.2024,Dino Rath,3528-0267-8502-9267,218,New Margaritaborough,0,Sudan,CREDIT_CARD,Illinois,28501-9047,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:27:3;
8006,11/09/2023 00:50:51,329:Unbranded Soft Cheese:4:8691:0:0;,8006,Lawrence,Dare,15989 Green Extensions,Auto Loan Account,03.01.2024,Willard Wiza,4793371026697,391,South Lavonne,0,Mauritius,CREDIT_CARD,Nevada,08623,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:9:3;
8007,11/09/2023 00:50:51,3162:Handmade Rubber Pizza:4:605:3:0;,8007,Santino,Glover,866 Ward Road,Auto Loan Account,07.07.2024,Blanca O'Kon,6386-1837-1742-3466,328,Demetrisville,0,Trinidad and Tobago,CREDIT_CARD,South Carolina,87592,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:26:3;
8008,11/09/2023 00:50:51,1713:Intelligent Granite Hat:1:9339:1:0;,8008,Adrienne,Conroy,9949 Crist Mountains,Credit Card Account,06.05.2024,Abner Haag,5238-9530-9494-4124,959,Gerlachmouth,0,Saint Helena,CREDIT_CARD,Ohio,39219-0303,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:49:3;
8009,11/09/2023 00:50:51,5747:Unbranded Plastic Ball:8:3548:2:0;,8009,Solon,Daugherty,074 Frieda Street,Credit Card Account,04.06.2024,Monroe Lubowitz,6759-0395-2104-3321,825,New Rosalindstad,0,Lesotho,CREDIT_CARD,Oregon,69869-6629,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:51:3;
