OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
0,11/09/2023 00:50:29,574:Gorgeous Concrete Keyboard:5:5821:3:0;,0,Delphine,Conn,16358 Rau Streets,Auto Loan Account,07.03.2024,Lillian Stoltenberg,6379-9450-7688-6627,447,West Greggborough,0,Latvia,CREDIT_CARD,Vermont,10377,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:62:3;
1,11/09/2023 00:50:29,8874:Fantastic Cotton Chair:7:5748:2:0;,1,Robyn,Kuhic,78413 Breitenberg Rapid,Personal Loan Account,17.04.2024,Myrtle Satterfield,5177-9715-9492-2435,281,Nellebury,0,Niue,CREDIT_CARD,Idaho,04740-0609,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:42:3;
2,11/09/2023 00:50:29,5005:Tasty Fresh Bacon:2:5877:2:0;,2,Imelda,Jast,061 Hartmann Spurs,Credit Card Account,17.04.2024,Brooks Yundt,5463-8828-9442-2807,023,Gerholdmouth,0,Saint Martin,CREDIT_CARD,Arkansas,60926-1715,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:13:3;
3,11/09/2023 00:50:29,5980:Awesome Frozen Shirt:5:7994:2:0;,3,Juana,Maggio,36996 Greenholt Union,Auto Loan Account,30.08.2024,Elroy Schroeder,6011-0233-9710-1417,630,East Fiona,0,Maldives,CREDIT_CARD,Illinois,54171-5094,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:28:3;
4,11/09/2023 00:50:29,3867:Rustic Cotton Soap:9:7449:1:0;,4,Anastacio,Thiel,9820 Rafaela Circles,Money Market Account,14.07.2024,Lucienne Howe,5456-6763-1736-8582,319,South Tomasfurt,0,Saint Vincent and the Grenadines,CREDIT_CARD,South Carolina,08026-4160,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:27:3;
5,11/09/2023 00:50:29,6123:Generic Fresh Towels:9:344:5:0;,5,Carlee,Schiller,144 Harber Land,Money Market Account,18.11.2023,Dorthy Wiza,4687262195795,000,North Bart,0,United Kingdom,CREDIT_CARD,Delaware,40981,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:43:3;
6,11/09/2023 00:50:29,7487:Gorgeous Soft Towels:9:3147:0:0;,6,Jeromy,Reichert,79374 Breitenberg Passage,Checking Account,03.12.2023,Kaylee Mann,6767-9083-0620-2905-602,597,South Gabriel,0,Lithuania,CREDIT_CARD,South Dakota,87976,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:63:3;
7,11/09/2023 00:50:29,4077:Practical Rubber Hat:1:203:1:0;,7,Cristina,Romaguera,1711 Fritz Wells,Home Loan Account,14.06.2024,Electa Turcotte,6767-4264-3307-3112-242,772,Schinnerstad,0,Austria,CREDIT_CARD,Nebraska,92463,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:45:3;
8,11/09/2023 00:50:29,442:Handcrafted Cotton Mouse:10:6924:5:0;,8,Caleb,Walsh,985 Jace Lights,Credit Card Account,29.03.2024,Hollis Greenfelder,3046-700816-0066,808,Burniceberg,0,Cook Islands,CREDIT_CARD,South Dakota,14390-2248,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:58:3;
9,11/09/2023 00:50:29,5227:Licensed Fresh Bike:8:9968:1:0;,9,Stacey,Wilderman,901 Balistreri Oval,Personal Loan Account,03.06.2024,Rachelle Armstrong,6584-1211-1318-9992,627,East Jordyfurt,0,Bangladesh,CREDIT_CARD,Virginia,56451-9271,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:43:3;
