OrderId,CreatedAt,Items,CustomerId,FirstName,LastName,Street,CardBrand,CardExpiration,CardHolderName,CardNumber,CardSecurityNumber,City,Installments,Complement,PaymentType,State,ZipCode,GrainAccesses
0,11/09/2023 00:55:25,113:Refined Rubber Cheese:2:1111:4:0; 5140:Intelligent Granite Towels:4:110:3:0; 4303:Rustic Frozen Chicken:9:3494:1:0; 2306:Gorgeous Concrete Cheese:1:502:3:0; 110:Fantastic Metal Chips:8:2910:0:0;,0,Kelsie,Hartmann,192 Breitenberg Passage,Checking Account,16.09.2024,Catharine Wisozk,6304062229628938,400,North Samantha,0,Somalia,CREDIT_CARD,Indiana,00091,Marketplace.Grains.Extended.OrderActorExt:0:2;Marketplace.Grains.Extended.PaymentActorExt:0:1;Marketplace.Grains.Extended.StockActorExt:49:3;Marketplace.Grains.Extended.StockActorExt:20:3;Marketplace.Grains.Extended.StockActorExt:15:3;Marketplace.Grains.Extended.StockActorExt:2:3;Marketplace.Grains.Extended.StockActorExt:46:3;
1,11/09/2023 00:55:25,2829:Generic Rubber Chicken:5:979:1:0; 4507:Generic Concrete Bike:6:2183:0:0; 4553:Unbranded Plastic Pizza:8:1854:3:0; 6627:Fantastic Wooden Pizza:10:8182:1:0; 2698:Ergonomic Concrete Sausages:6:8344:2:0;,1,Thea,Ziemann,13675 Ally Mews,Personal Loan Account,31.10.2024,Ara Graham,4039-7745-7865-8723,909,West Evaland,0,Mauritius,CREDIT_CARD,Michigan,38585-7918,Marketplace.Grains.Extended.OrderActorExt:1:2;Marketplace.Grains.Extended.PaymentActorExt:1:1;Marketplace.Grains.Extended.StockActorExt:13:3;Marketplace.Grains.Extended.StockActorExt:27:3;Marketplace.Grains.Extended.StockActorExt:9:3;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:10:3;
2,11/09/2023 00:55:25,9387:Small Wooden Bike:10:803:4:0; 8996:Intelligent Steel Bacon:3:3356:2:0; 2978:Tasty Plastic Towels:6:2536:0:0; 4860:Handcrafted Fresh Computer:3:1864:3:0; 8832:Intelligent Soft Hat:5:4803:2:0;,2,Violet,Trantow,3264 Emard Rue,Auto Loan Account,28.01.2024,Abbey Macejkovic,6394-0694-4200-6579,532,Port Madisonburgh,0,Svalbard & Jan Mayen Islands,CREDIT_CARD,North Dakota,77568-2896,Marketplace.Grains.Extended.OrderActorExt:2:2;Marketplace.Grains.Extended.PaymentActorExt:2:1;Marketplace.Grains.Extended.StockActorExt:43:3;Marketplace.Grains.Extended.StockActorExt:36:3;Marketplace.Grains.Extended.StockActorExt:34:3;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:0:3;
3,11/09/2023 00:55:25,3043:Licensed Steel Car:10:2499:1:0; 768:Practical Cotton Salad:8:3066:5:0; 5084:Awesome Cotton Tuna:10:6398:1:0; 1384:Incredible Frozen Pants:7:4726:3:0; 3841:Practical Rubber Sausages:2:2997:0:0;,3,Stefan,Deckow,666 Lourdes Junctions,Home Loan Account,03.11.2024,Floy Muller,670945741827403194,959,Anyafurt,0,Netherlands,CREDIT_CARD,North Dakota,38751-6499,Marketplace.Grains.Extended.OrderActorExt:3:2;Marketplace.Grains.Extended.PaymentActorExt:3:1;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:0:3;Marketplace.Grains.Extended.StockActorExt:28:3;Marketplace.Grains.Extended.StockActorExt:40:3;Marketplace.Grains.Extended.StockActorExt:1:3;
4,11/09/2023 00:55:25,4131:Incredible Wooden Fish:10:4395:5:0; 5198:Generic Plastic Tuna:6:5833:0:0; 7478:Generic Steel Gloves:2:3484:3:0; 7833:Incredible Cotton Gloves:9:7668:1:0; 3500:Unbranded Soft Towels:9:6886:2:0;,4,Kailey,Schulist,5589 Rodriguez Key,Savings Account,16.03.2024,Rita Pacocha,6374-2183-6212-7899,273,Baumbachton,0,Angola,CREDIT_CARD,New Jersey,04417,Marketplace.Grains.Extended.OrderActorExt:4:2;Marketplace.Grains.Extended.PaymentActorExt:4:1;Marketplace.Grains.Extended.StockActorExt:35:3;Marketplace.Grains.Extended.StockActorExt:14:3;Marketplace.Grains.Extended.StockActorExt:54:3;Marketplace.Grains.Extended.StockActorExt:25:3;Marketplace.Grains.Extended.StockActorExt:44:3;
5,11/09/2023 00:55:25,4990:Awesome Steel Gloves:5:9988:0:0; 5734:Refined Frozen Pizza:4:7850:1:0; 8080:Tasty Plastic Towels:8:8267:3:0; 3916:Fantastic Granite Shoes:10:9730:4:0; 3649:Ergonomic Plastic Gloves:9:830:1:0;,5,Giuseppe,Larkin,4513 Ricky Prairie,Home Loan Account,23.09.2024,Griffin Moore,3611-023208-6814,416,Olefort,0,Slovakia (Slovak Republic),CREDIT_CARD,Georgia,14954,Marketplace.Grains.Extended.OrderActorExt:5:2;Marketplace.Grains.Extended.PaymentActorExt:5:1;Marketplace.Grains.Extended.StockActorExt:62:3;Marketplace.Grains.Extended.StockActorExt:38:3;Marketplace.Grains.Extended.StockActorExt:16:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:1:3;
6,11/09/2023 00:55:25,9020:Unbranded Wooden Salad:6:502:2:0; 2567:Refined Concrete Gloves:6:2679:4:0; 7377:Gorgeous Cotton Tuna:5:4060:5:0; 1723:Incredible Granite Chicken:4:1213:4:0; 6242:Small Metal Tuna:5:1587:1:0;,6,Blanche,Kuhn,752 Juliana Run,Savings Account,12.07.2024,Hildegard Witting,5018804651553387460,015,Hilllport,0,Bolivia,CREDIT_CARD,West Virginia,51911,Marketplace.Grains.Extended.OrderActorExt:6:2;Marketplace.Grains.Extended.PaymentActorExt:6:1;Marketplace.Grains.Extended.StockActorExt:60:3;Marketplace.Grains.Extended.StockActorExt:7:3;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:34:3;
7,11/09/2023 00:55:25,7514:Refined Cotton Chair:9:7206:1:0; 7732:Handcrafted Soft Computer:7:5433:1:0; 6971:Tasty Rubber Bacon:4:5894:0:0; 9996:Tasty Cotton Table:10:5774:2:0; 9048:Intelligent Plastic Mouse:5:4995:2:0;,7,Lionel,Zemlak,257 Volkman Lights,Checking Account,04.07.2024,Felipe Koepp,6455-6281-5940-1206-9320,649,Lake Edmondmouth,0,Lithuania,CREDIT_CARD,Georgia,36628-6116,Marketplace.Grains.Extended.OrderActorExt:7:2;Marketplace.Grains.Extended.PaymentActorExt:7:1;Marketplace.Grains.Extended.StockActorExt:26:3;Marketplace.Grains.Extended.StockActorExt:52:3;Marketplace.Grains.Extended.StockActorExt:59:3;Marketplace.Grains.Extended.StockActorExt:12:3;Marketplace.Grains.Extended.StockActorExt:24:3;
8,11/09/2023 00:55:25,2590:Gorgeous Plastic Shirt:5:462:3:0; 2547:Licensed Rubber Towels:7:6189:5:0; 2385:Generic Rubber Keyboard:5:5157:4:0; 1747:Generic Metal Salad:3:9869:3:0; 9172:Fantastic Granite Computer:9:6823:4:0;,8,Emerson,Jacobi,023 Willms Green,Money Market Account,08.06.2024,Bernhard Hermann,6771-8998-9072-4767,006,East Juanita,0,Haiti,CREDIT_CARD,Illinois,60972-7303,Marketplace.Grains.Extended.OrderActorExt:8:2;Marketplace.Grains.Extended.PaymentActorExt:8:1;Marketplace.Grains.Extended.StockActorExt:30:3;Marketplace.Grains.Extended.StockActorExt:51:3;Marketplace.Grains.Extended.StockActorExt:17:3;Marketplace.Grains.Extended.StockActorExt:19:3;Marketplace.Grains.Extended.StockActorExt:20:3;
9,11/09/2023 00:55:25,5693:Handcrafted Concrete Chair:7:1763:5:0; 6440:Ergonomic Cotton Tuna:1:2905:1:0; 1434:Rustic Wooden Towels:5:370:2:0; 8694:Handmade Concrete Hat:2:1246:2:0; 2951:Generic Soft Ball:9:6798:3:0;,9,Morris,Langosh,4078 Kassulke Falls,Checking Account,07.08.2024,Marley Beer,4785-7439-9980-5714,802,South Mariettaberg,0,Sri Lanka,CREDIT_CARD,Idaho,50591-7585,Marketplace.Grains.Extended.OrderActorExt:9:2;Marketplace.Grains.Extended.PaymentActorExt:9:1;Marketplace.Grains.Extended.StockActorExt:61:3;Marketplace.Grains.Extended.StockActorExt:40:3;Marketplace.Grains.Extended.StockActorExt:26:3;Marketplace.Grains.Extended.StockActorExt:54:3;Marketplace.Grains.Extended.StockActorExt:7:3;
